sentence_id,post_id,near_duplicate_group_id,source,current_split,text_hash,normalized_text_hash,sentence_length_chars,sentence_length_tokens,n_L,n_K,n_S,n_T,n_total_spans,is_empty,annotation_protocol,annotation_provenance,human_verification_status,eligible_for_repartition,exclusion_reason,offset_ok,substring_ok
68-s0001,68,68,Grad,train,cffb7156da5e38ee8c92449c8708228f483f9edd4adacc1e12cb555e750c929c,cffb7156da5e38ee8c92449c8708228f483f9edd4adacc1e12cb555e750c929c,52,50,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0002,68,68,Grad,train,8a8794e1360efa0aa6076604653c5fe960e76862f902689db62324f546024f17,8a8794e1360efa0aa6076604653c5fe960e76862f902689db62324f546024f17,23,23,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0003,68,68,Grad,train,59b5d670c8ffa3e7ca5f366c89d32a5425a6e602c2eb6d82c7953e1e653e3570,59b5d670c8ffa3e7ca5f366c89d32a5425a6e602c2eb6d82c7953e1e653e3570,23,23,0,0,0,1,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0004,68,68,Grad,train,aecff24d1f028cfcb0b1eb7a14bd7d46d227a2fc8016a9d34b8c94cc77a54d08,aecff24d1f028cfcb0b1eb7a14bd7d46d227a2fc8016a9d34b8c94cc77a54d08,43,41,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0005,68,68,Grad,train,ac761c4d20b9bdd3abe920e5846b0be0b4767baf0aa3db88c9922b004e3cf965,ac761c4d20b9bdd3abe920e5846b0be0b4767baf0aa3db88c9922b004e3cf965,44,44,0,0,0,3,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0006,68,68,Grad,train,d98231194c7f681e96e9af955298afff02f981c2f8f3a6a5dfe1afc23b57d382,d98231194c7f681e96e9af955298afff02f981c2f8f3a6a5dfe1afc23b57d382,29,29,0,0,0,2,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0007,68,68,Grad,train,71bfa12fe68d8234c33fd7fb57a8e7096b08388169309d6e675fbfdf2c1612d0,c92f0e48ff78739d4b45a053c95ffdb579f02bf9187158e7a64fff201ff68d76,55,48,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0008,68,68,Grad,train,bfeaeaeea7634fccbcad52da6367fb83194f3061157bf893635348a3a2878d34,bfeaeaeea7634fccbcad52da6367fb83194f3061157bf893635348a3a2878d34,22,22,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0009,68,68,Grad,train,40bdbccdc4d6d85ed85c07069e583f3e79dde7ab6156ee8fc518d146ef4c12a5,40bdbccdc4d6d85ed85c07069e583f3e79dde7ab6156ee8fc518d146ef4c12a5,37,37,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0010,68,68,Grad,train,b0bbdf297f3363b9e49419098b34fd4d3ed7241e5997ca8c574b60759dbaee3e,b0bbdf297f3363b9e49419098b34fd4d3ed7241e5997ca8c574b60759dbaee3e,43,43,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0011,68,68,Grad,train,fadde7fe9fd18745f7f4cb0580eb43450fd38c2caa90df68b61e4016529f459c,fadde7fe9fd18745f7f4cb0580eb43450fd38c2caa90df68b61e4016529f459c,66,65,0,2,0,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0012,68,68,Grad,train,b8eaae566063ee5a100874f812ac6b7a6ae74f8318dc80e9bb46c594fd45fca2,b8eaae566063ee5a100874f812ac6b7a6ae74f8318dc80e9bb46c594fd45fca2,119,119,0,0,4,0,4,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0013,68,68,Grad,train,fc1a1614f4267c8204fceb8e125f71e61a16194f5b42fd765147b7642f5c109d,fc1a1614f4267c8204fceb8e125f71e61a16194f5b42fd765147b7642f5c109d,28,28,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0014,68,68,Grad,train,52b2bc46a2657c87afcfbc15d1c5ca2804a5a57ee533f552e82cb2dcca6831bb,52b2bc46a2657c87afcfbc15d1c5ca2804a5a57ee533f552e82cb2dcca6831bb,64,64,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0015,68,68,Grad,train,30bee177544d06fed49f1235ca875405dc241b1276d23169ca162916c46c3347,30bee177544d06fed49f1235ca875405dc241b1276d23169ca162916c46c3347,64,64,0,0,0,4,4,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0016,68,68,Grad,train,831ef7772861c54f1fe2811378d93621e183f413da1ba63b027d67aaaf3c72ca,831ef7772861c54f1fe2811378d93621e183f413da1ba63b027d67aaaf3c72ca,28,28,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0017,68,68,Grad,train,7e5ea713143a2f06c39ee360c085e3e540b8ffaca8b0957d1479de35d2d2e7ed,7e5ea713143a2f06c39ee360c085e3e540b8ffaca8b0957d1479de35d2d2e7ed,16,16,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0018,68,68,Grad,train,1e7584ccbf56cdf485be3d015352e5146403bbc6f0865d6baed35f7426148503,1e7584ccbf56cdf485be3d015352e5146403bbc6f0865d6baed35f7426148503,40,40,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
68-s0019,68,68,Grad,train,a90e22136f24719457e0a1bfe9831370faa9e6266f14d686d9c3e28479a4b2b2,a90e22136f24719457e0a1bfe9831370faa9e6266f14d686d9c3e28479a4b2b2,21,21,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
69-s0000,69,69,Grad,train,af8a4d9282bfeb44dc8d98ffc9c6ac22813d981f06cca10184f9a06081c52440,9c00cfb0f127de4fa90f206153be228ccb665e89f9573a5b7c0fe207e11f35bc,32,32,0,3,1,0,4,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
69-s0001,69,69,Grad,train,736bbd465022500003ba3e3f6e3e2f7d5fcb833b58ed2be0eb1a67b4590fc9fe,a614e8a916e6aa0aa222aa26f159c8a91892538213dc9c33f7ccc1250a43b4a2,19,19,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
69-s0002,69,69,Grad,train,b818e2c650574a5bee5ba5e59c796b2e68644e1ba1fc0addcd2dd267c154bc3d,9fa6376df7bb335e749e5e95b348bf0f378daf4c490782d353d8780cf68567d1,18,18,0,1,0,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
69-s0003,69,69,Grad,train,f660fb46a5e41212f183402cfc0f6ba3409d059bba91254705f387fcf6b142ec,e67f8b1575763481532d1b667e1f41bf1a11fe3bd6e33a90c92d6692a02f2778,26,26,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
69-s0004,69,69,Grad,train,0014a02739e5c355cebda41632144c83cec45d55c768a75d9d2debce4bbe7a9f,0c5383bc9be112f82416892007861b2c66012e44a266e79571a3dbd399d305f3,16,16,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
69-s0005,69,69,Grad,train,164b38153a96677d6efc0f3c5e086961a49a7d1106f45356855168639f941c0d,f16627799e24275779bee48528ed825c3520bafbe0e8515b0ba0f613eba5c29e,28,28,0,0,0,2,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
69-s0006,69,69,Grad,train,ed4cca46c15fad22ae8b5fdcc1f022ef83d0d0b34eaef1c7ec483aa942740f60,f2135a2be11f66126a99687174e31d92c758d9843402ae19b9e1b77a8f03181c,16,16,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
69-s0007,69,69,Grad,train,ef59f83d9b2f8ba852c7b7209911927f406b631620f6afe2f5e999101851cdba,b2479b3cfe99309f1b4218d177105f38641ac781f9f1a723c8f5fcf3976c099d,19,19,0,1,0,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
69-s0008,69,69,Grad,train,c9a486a4a104c824af0330d5ade3f8630b5a7a2f50256a57427b00f79b1db484,bf9a20beb33c5dc1f45413c41fbea27f53b1199f11859a80aa02eb385bda34b3,17,17,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
69-s0009,69,69,Grad,train,dfeb105be04ae59ba5e99015ee91fa6b6ef2bd82663f1f172f66102bcb10cbde,54596c15277f6a17002c408fc91ac12b35411144da0a89ea6ac856dbe5df3c37,137,120,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0000,70,70,Grad,train,42b02a42a265e0e455278e9ae660c690ac22d26f01a5fa3ff7b61aef9cb96a7e,aa4384759ccca58c6961bb01ced9a38960ff8af928c8a5fc360fbbe03a2ea71d,50,50,0,1,0,2,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0001,70,70,Grad,train,885b6f8816ef42ee173ed9f13a3051776c563027877b5eac4771169506401e56,885b6f8816ef42ee173ed9f13a3051776c563027877b5eac4771169506401e56,40,40,0,0,1,2,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0002,70,70,Grad,train,61754e246cd2ef03844146515574356cad56b00d47a3228c1a41a1458990dd91,61754e246cd2ef03844146515574356cad56b00d47a3228c1a41a1458990dd91,71,70,1,0,0,4,5,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0003,70,70,Grad,train,fdfb1d2f2a760042e9e4cf5a7e158c7e72b2b08d8494f2cb9bf8c8aee4ad85e4,fdfb1d2f2a760042e9e4cf5a7e158c7e72b2b08d8494f2cb9bf8c8aee4ad85e4,23,23,0,0,0,1,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0004,70,70,Grad,train,29cfe8bd74ba4683e88038801ed27ee1ce5e443a862a92ce5750beac820d517a,29cfe8bd74ba4683e88038801ed27ee1ce5e443a862a92ce5750beac820d517a,27,27,0,0,2,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0005,70,70,Grad,train,65f8a5590eec6f37e05efed29e88afb91629334060db8401b5343566685a274b,65f8a5590eec6f37e05efed29e88afb91629334060db8401b5343566685a274b,24,24,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0006,70,70,Grad,train,6b3be44e066a703d21b93a4e12bfb15596fabfab0a636996689b09961261de5f,b3a94044cb409d93160e3dab14d8aeb9659f5a98f87d962069813d902d65fd4e,128,114,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0007,70,70,Grad,train,5c036bff7eaa84d4042a98105c41923750ba47ddd2d85fc5ebd84c353c5ce1c9,5c036bff7eaa84d4042a98105c41923750ba47ddd2d85fc5ebd84c353c5ce1c9,13,13,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0008,70,70,Grad,train,9be14e69d34c3e996b9e3a651da094baf4fcc4220f79febe464306676086c724,9be14e69d34c3e996b9e3a651da094baf4fcc4220f79febe464306676086c724,40,40,0,0,0,0,0,1,empty_welfare,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0009,70,70,Grad,train,f8169c377219fc8d3c431425e6294c2e0e2abd67101b5c99d8623e8f6de491e0,f8169c377219fc8d3c431425e6294c2e0e2abd67101b5c99d8623e8f6de491e0,28,28,0,0,0,2,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0010,70,70,Grad,train,fe1f1b82b439e140c8d3fbf3be3db789e61e932df5ef94daa7c818ddec5c1e59,fe1f1b82b439e140c8d3fbf3be3db789e61e932df5ef94daa7c818ddec5c1e59,41,41,0,0,0,3,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0011,70,70,Grad,train,1129db73c20f511ccbfaaccad38f8f5c29b0fa22a2abbded33deccc18824bc3c,1129db73c20f511ccbfaaccad38f8f5c29b0fa22a2abbded33deccc18824bc3c,25,25,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0012,70,70,Grad,train,847c5955f77302d99dc291d158b0ad98a65b9c0e885396e29ab01e9af01edee9,847c5955f77302d99dc291d158b0ad98a65b9c0e885396e29ab01e9af01edee9,34,34,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0013,70,70,Grad,train,2aeb0de1334efd746ee8d42f0588196b2d8aaf8508571c25a1759287910ea002,2aeb0de1334efd746ee8d42f0588196b2d8aaf8508571c25a1759287910ea002,22,22,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
70-s0014,70,70,Grad,train,eaf58af00c44bb3fa0a4679daa9c3c41eca56e6c9db367fd65d8aad946a574cd,eaf58af00c44bb3fa0a4679daa9c3c41eca56e6c9db367fd65d8aad946a574cd,21,19,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
71-s0000,71,71,Grad,train,73b94d662a1f9178ae9da92a21f3ffba325ff0fda2900821e6d7859d0588e6dd,6b9dff7e5a37c28e277a2f99fd9b77e120b7266df642de3ada81a18efce44414,153,141,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
71-s0001,71,71,Grad,train,a5f7f4020e53d8f6b552aed584d7ce57fa98932b265e556c9ac10fa3f61a26a7,44b2c79837771c31a15010992edfb0d058c716df0825905908b4dfeb7a94a7d0,40,40,0,0,3,0,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
71-s0002,71,71,Grad,train,65a83a047247720dca6a846da8012dc6f302200c1617159ab579d746349de563,e9fec48db119f5ee1b29acef4ba618c5ff9ffa16f96f70ff4131552a0017891a,17,17,0,0,1,1,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
71-s0003,71,71,Grad,train,702cd7b9c5910ea9414b62f1c8039b42cbe04a71c79f628e8943ba0b34421b8d,bdfbb3ca062bd920a524d0ba4a22ed05f518ab676ae51cf65ad1eab8e3e47c79,17,17,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0000,72,572,Grad,train,fb2768788f6acc6c0fa1a218a28c851cad08b09fb9139165b5969afeac46cacb,11c20745b9c08e22cad3eca806585b2c71a08d6c23003b4b141c870a0040121f,12,12,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0001,72,572,Grad,train,febfd3ae422ec7bd498d66422dc98dedd77ad27061fc105b6365ce04de74c2e9,29dcb229b9dd0420a069a4c94f5a3e5db3e58c760202bc7ed2bc6e0130c02d55,105,97,0,1,0,3,4,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0002,72,572,Grad,train,8f315b59218f791b223836312de4be05d76297c57cc1b1a86d391b6900ce455b,4260b2e6f34bdd2823c2ec57607b4994ae556dae47b83445a7d7d3f67acd7a7e,30,30,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0003,72,572,Grad,train,16d1e96fd553d7477fcb0ae95717a4e21ab1fc418d2dabd7a469d5d637aa22b8,b48434fc4eca551dff120c16a44315224483efa45a736c90488a8b9c55ffac93,32,32,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0004,72,572,Grad,train,0d483bc2fb6492bb34e7c75992b9e0ad5d5d8e0757c9e3798194f6df641c596e,e10ffc317c9f520ee8eae62648ec36ab50f0a24d5fa8cb2deba47cf6f0a53afc,32,32,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0005,72,572,Grad,train,641fcb69188ddeef7dfa81c412aadf5d4e1680ad866c9230b0e0cfc490c92837,6e69accb1c1994392b7243caa7c44ecb2820a6a4e7bad3def2313ff36a6d41bf,17,17,0,1,0,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0006,72,572,Grad,train,82600a8dbc847e83b1ac0ed982d3f3e672b5bad87e93b2cb56c17aaf3354fccd,a60fb370280d0405bbb523a97042dadc3f3561b3eb84f12c42f4631e57fbdb78,32,32,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0007,72,572,Grad,train,80f23d56b586f02e6f2703a8b31394b57c3261495a5704694ba0987335a8a861,c65a81e2d4f7b550faca51c49b7fc9ba091fb5c81bd9d29e8ce3cce52abbbcf7,48,48,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0008,72,572,Grad,train,198e0f3acd2e1d536a4a66457f5b3a7df41d6e72f0b36c91bfc043b41758b3a2,565bea0b929bd6299e1b8338f7829af94ba2e085ab01496c64c47d6e962e5f53,34,34,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0009,72,572,Grad,train,a1c494214ca72240f1979c813a655e84c5001fb69b76ffd8872d95c45adb093e,f9eb6167f6ae6aa894d66ae5c5cd95cd42b480014c2f77aca9494592b13ba848,29,29,0,0,0,2,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0010,72,572,Grad,train,367d126ad27f7250bd59333c42253a8dae19c3cf6d00aeef285c3c1f18cbe87a,f0424dff3b8c8a2b360e6923ddc3caa76344ead42d6195d2e5e3441495b86e4c,28,28,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
72-s0011,72,572,Grad,train,d5796352a5c3541d22eb298da3bf429cc037a29b11e5330877898b5384ee433c,17fb92e7bb64100229643dfd677a5bdac60b2a2a9d8e1afae78b93b7c903d88c,25,25,0,0,0,1,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0000,73,73,Grad,train,21933e57218fd61b4854b8027046b6ccd49d3a272e76956611778692746c47ff,21933e57218fd61b4854b8027046b6ccd49d3a272e76956611778692746c47ff,31,31,0,0,2,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0001,73,73,Grad,train,d223e681889399b35cfaface610f63f5fd0a5466b6c0d6a94b76024be9ad9a28,d223e681889399b35cfaface610f63f5fd0a5466b6c0d6a94b76024be9ad9a28,14,14,0,0,1,1,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0002,73,73,Grad,train,311dc6445e8d67dd96b8d309d48b0379aff27f5eaca1ccae3e46173e59bd0f2a,311dc6445e8d67dd96b8d309d48b0379aff27f5eaca1ccae3e46173e59bd0f2a,11,11,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0003,73,73,Grad,train,8f365ab98409ae12c6adc3e3001b8bb7b9cd1391eda93971ad1eecea38cb75ab,8f365ab98409ae12c6adc3e3001b8bb7b9cd1391eda93971ad1eecea38cb75ab,11,11,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0004,73,73,Grad,train,937511bb8b68ff535c31e5637ebaba3858ee1958b0305c7d85ec2c360045f7b6,937511bb8b68ff535c31e5637ebaba3858ee1958b0305c7d85ec2c360045f7b6,15,15,0,0,1,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0005,73,73,Grad,train,98df035cff4c4afa023f7f6a3d4d7769cce5db4e1c1c82d5086b814476610616,98df035cff4c4afa023f7f6a3d4d7769cce5db4e1c1c82d5086b814476610616,13,13,0,1,0,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0006,73,73,Grad,train,a05fe38fb3eadf5d0a22bcd5eb727a7d3b5955ef0ad349074be34bd144d61a9f,a05fe38fb3eadf5d0a22bcd5eb727a7d3b5955ef0ad349074be34bd144d61a9f,17,17,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0007,73,73,Grad,train,e3a2859034358504849ccfcfdd38dcf78ff53bea0fa2e35670d91d959b237be0,e3a2859034358504849ccfcfdd38dcf78ff53bea0fa2e35670d91d959b237be0,35,35,0,3,0,0,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0008,73,73,Grad,train,98ed1dd1ab7f95e59502bfa13548ff12636a2f4671499cd861458e6927aadba3,98ed1dd1ab7f95e59502bfa13548ff12636a2f4671499cd861458e6927aadba3,28,28,0,2,0,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0009,73,73,Grad,train,dfa57843b7440340905124940ddc15b003d9b1608a82607fa8f15fa0ac720076,dfa57843b7440340905124940ddc15b003d9b1608a82607fa8f15fa0ac720076,31,31,0,0,1,2,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0010,73,73,Grad,train,41afd0e2ddacd567898e9e66e00dd58a28f0367b24159b8830876423cc5c1223,41afd0e2ddacd567898e9e66e00dd58a28f0367b24159b8830876423cc5c1223,26,26,0,0,0,2,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
73-s0011,73,73,Grad,train,62d2d38394a775c2c78c2aa52c86f624c3084e97e06e40b1b276ba81b50c917a,62d2d38394a775c2c78c2aa52c86f624c3084e97e06e40b1b276ba81b50c917a,29,29,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0000,74,74,Grad,train,1fee97e42939198e690cf05f51a96d489b0dfc48cd3b6d4e8ae417e5c00824c9,1fee97e42939198e690cf05f51a96d489b0dfc48cd3b6d4e8ae417e5c00824c9,36,34,0,0,0,2,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0001,74,74,Grad,train,5d7dbbf7f8f5278fb5a3182ffa5023e0f64a6a57b2ba86d68583e171c8ed1680,5d7dbbf7f8f5278fb5a3182ffa5023e0f64a6a57b2ba86d68583e171c8ed1680,23,23,0,0,0,1,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0002,74,74,Grad,train,59aae8490276ab52e6e621bca0a23d71f2bc5e9d28f3bdcd6181ccded3d9afa4,59aae8490276ab52e6e621bca0a23d71f2bc5e9d28f3bdcd6181ccded3d9afa4,23,23,0,0,0,1,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0003,74,74,Grad,train,4258e2f98fd133adb373ab03ace69cc34c2b67f39cee00f4f363f4fa463ce7dd,4258e2f98fd133adb373ab03ace69cc34c2b67f39cee00f4f363f4fa463ce7dd,21,21,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0004,74,74,Grad,train,33654ca461e36b85612c04142b6ea8e7e381e7879d69b90630f9bdc442875efe,33654ca461e36b85612c04142b6ea8e7e381e7879d69b90630f9bdc442875efe,11,11,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0005,74,74,Grad,train,eefbea91d1ac9b014a1ca1fcd20c425f3c012a241cb2a4498ae4eae66ff1cd16,eefbea91d1ac9b014a1ca1fcd20c425f3c012a241cb2a4498ae4eae66ff1cd16,28,28,0,0,1,1,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0006,74,74,Grad,train,caf5c424af7bb5e617329c19023f126edcc24b0353bf8f8af35ee0e3656ee8aa,caf5c424af7bb5e617329c19023f126edcc24b0353bf8f8af35ee0e3656ee8aa,26,26,0,0,1,1,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0007,74,74,Grad,train,daec69cbd69b26ed4fc666d37d4d1d03f553574aff6bfcdacd67d9dfcbdf603a,daec69cbd69b26ed4fc666d37d4d1d03f553574aff6bfcdacd67d9dfcbdf603a,30,30,0,1,0,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0008,74,74,Grad,train,aa0b7dacd89632d98a3f3afd1b6631cb176d228e28d42761e3148651df7861e1,aa0b7dacd89632d98a3f3afd1b6631cb176d228e28d42761e3148651df7861e1,43,43,0,0,0,4,4,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0009,74,74,Grad,train,222a36636fee5170b1fa935a820f457502740eca15c56979c4c66da8519a7377,222a36636fee5170b1fa935a820f457502740eca15c56979c4c66da8519a7377,55,52,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0010,74,74,Grad,train,56a3d3aaafea1e04d4dd0dce16bbbacf59f581e14c056b945abcaf54c0335c6d,56a3d3aaafea1e04d4dd0dce16bbbacf59f581e14c056b945abcaf54c0335c6d,30,30,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
74-s0011,74,74,Grad,train,b8c71e590ab18a0ad5866aa51fbf12065eb3c5a5adb67ba37b4be055ec6086cf,b8c71e590ab18a0ad5866aa51fbf12065eb3c5a5adb67ba37b4be055ec6086cf,19,9,0,0,0,0,0,1,empty_process,v4_silver_draft,not_human_reviewed,1,,1,1
75-s0000,75,1548,Grad,train,18dfc14b03670d3c9abd962f042c0151094c2de773a576959a7726ca211dc28d,3b5aa9f61372c845e089c84c848bf7bf8325449779d55630630a91f3c0be69d7,46,46,0,0,3,1,4,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
75-s0001,75,1548,Grad,train,f215d518237f71a48d447cd08df0933678094cddb66fc95afa5e9a3b2963a72d,970209f37dd54e9013039a23ad4fa699460ec49e4de74dbf1c9b23dff93108e2,21,21,0,2,0,0,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
75-s0002,75,1548,Grad,train,36a66bfd24e86d75ee947113c7057896ba4cf45cc034d98ae8ae95b7e3b83bb8,86b5a7f2d1197f7886b767a4924c1a6ea14c21bc98867d2d9158a3fd00ebc62e,24,24,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
75-s0003,75,1548,Grad,train,d0d498cbb0b0dcfba430535c83d31f5d0bfce390a961bea43cfa82aad006d19f,88e8dcd1bf105ac59199b83de279189674e0aa96f11655600d5d7056c28e6ff4,27,27,0,0,1,1,2,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
75-s0004,75,1548,Grad,train,260abfdc7be69715702e26882ad10249af5388a52a7c3684fc6cfc2ae85666be,29433ec97af195ff614048ad0ffaccfe9d2b42d36d29b01506a6c26831b52222,23,23,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
75-s0005,75,1548,Grad,train,dee77c277f9c05cf82032a5ebd874b18b96610724c8b97f249946185a60fc6fd,0de4f177e1e66425f71824947a7636de631aa96774bc944bd8661b3fddbe595c,24,24,0,0,0,3,3,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
75-s0006,75,1548,Grad,train,e6914a0ee69433b9818371c34773dc96cf65a8f97527b077cee4218a242b9c3c,be271e905d13630b338448239eafdcac88807a9603375ed97e4b07b4c0440306,25,25,0,0,0,0,0,1,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
75-s0007,75,1548,Grad,train,4c893c179939ec46a8bddf05cf5a4feef4aefc6e8283c6ee41b0ceec67287b85,5bcdf7d4a93dd0092933467ba5f633c8add5e479f31e117f773100ec8a368f0c,42,42,0,1,0,0,1,0,rule_v4,v4_silver_draft,not_human_reviewed,1,,1,1
