kind,n,splits,boilerplate,locations,global_ids,preview
normalized_text_cross,2,dev|train,1,train:1255-s0010|dev:1645-s0009,1255|1645,0成长阶段每周专业的课程培训职业素养培训
normalized_text_cross,2,dev|train,1,train:1255-s0012|dev:1645-s0011,1255|1645,0管理路线专员主管经理总监校长
normalized_text_cross,37,dev|test|train,1,train:1308-s0003|train:1449-s0003|train:1513-s0000|train:1513-s0010|train:1513-s0022|train:1513-s0035|train:1513-s0047|train:1513-s0059|train:1513-s0072|train:1513-s0075|train:1513-s0085|train:1513-s0097,1308|1449|1513|1513|1513|1513|1513|1513,amp
normalized_text_cross,5,dev|test|train,1,train:1309-s0008|train:1310-s0012|dev:1642-s0007|dev:1706-s0008|test:1811-s0008,1309|1310|1642|1706|1811,福利待遇扁平管理弹性工作大厨定制三餐就近租房补贴六险一金股票期权成长空间大双线地铁沿线mac办公
normalized_text_cross,2,test|train,1,train:1317-s0002|test:1969-s0010,1317|1969,0完成领导交办的其它工作
normalized_text_cross,7,dev|train,1,train:1332-s0000|train:1332-s0010|train:1449-s0014|train:1513-s0108|train:1513-s0224|dev:1783-s0008|dev:1783-s0009,1332|1332|1449|1513|1513|1783|1783,quot
normalized_text_cross,2,test|train,1,train:1362-s0004|test:1965-s0015,1362|1965,0党员优先
normalized_text_cross,2,test|train,1,train:1368-s0004|test:1904-s0000,1368|1904,任职要求0计算机相关专业大专以上学历
normalized_text_cross,2,test|train,1,train:1399-s0003|test:1956-s0006,1399|1956,任职资格0计算机相关专业本科以上学历
normalized_text_cross,2,test|train,1,train:1453-s0006|test:1823-s0004,1453|1823,0熟练操作常用办公软件且具备其它软件应用能力
normalized_text_cross,2,test|train,1,train:1453-s0008|test:1823-s0006,1453|1823,0对通用类软件或互联网应用产品的人机交互方面有自己的理解和认识
normalized_text_cross,2,test|train,1,train:1453-s0009|test:1823-s0007,1453|1823,0具备良好的审美能力深厚的美术功底有较强的平面设计和网页设计能力
normalized_text_cross,2,test|train,1,train:1453-s0010|test:1823-s0008,1453|1823,0具有敏锐的用户体验观察力富有创新精神
normalized_text_cross,2,dev|train,1,train:1456-s0007|dev:1715-s0013,1456|1715,0能适应经常出差
normalized_text_cross,2,dev|train,1,train:1471-s0006|dev:1618-s0010,1471|1618,0有较强的数据分析挖掘能力数据敏感度高
normalized_text_cross,2,dev|train,1,train:1486-s0016|dev:1752-s0003,1486|1752,0熟悉linux操作系统熟练掌握docker容器技术的原理部署和使用优化
normalized_text_cross,2,test|train,1,train:1491-s0002|test:1805-s0003,1491|1805,0负责市场信息的收集及竞争对手的分析
normalized_text_cross,2,test|train,1,train:1503-s0010|test:1823-s0010,1503|1823,0工作经验0年以上
normalized_text_cross,3,dev|train,1,train:1541-s0050|train:1587-s0020|dev:1781-s0078,1541|1587|1781,工作地址lt
normalized_text_cross,2,dev|train,1,train:1573-s0000|dev:1620-s0000,1573|1620,该职位来源于猎聘任职要求0负责公有云解决方案销售及销售运作负责云产品及相关解决方案的技术包装和营销推广
normalized_text_cross,2,dev|train,1,train:1573-s0001|dev:1620-s0001,1573|1620,00年以上公有云产品销售经验熟悉互联网和云计算相关业务包含华为云阿里云腾讯云等有华为云阿里云腾讯云等产品销售经验及渠道分销经验优先
normalized_text_cross,2,dev|train,1,train:1573-s0002|dev:1620-s0002,1573|1620,0具备云架构咨询与设计服务能力hcia证书者优先录取
normalized_text_cross,2,test|train,1,train:1592-s0000|test:1813-s0000,1592|1813,职位描述
prefix24_template_cross,6,dev|train,1,train:75-s0001|train:570-s0002|train:872-s0001|train:911-s0013|train:950-s0001|dev:1675-s0001,75|570|872|911|950|1675,2、根据市场营销计划，完成部门销售指标；
prefix24_template_cross,4,dev|train,1,train:75-s0002|train:872-s0002|train:911-s0014|dev:1675-s0002,75|872|911|1675,"3、开拓新市场,发展新客户,增加产品销售范围；"
prefix24_template_cross,6,dev|test|train,1,train:77-s0006|train:156-s0017|train:1038-s0009|dev:1611-s0009|dev:1666-s0009|test:1851-s0007,77|156|1038|1611|1666|1851,更多详情，请浏览厦门人才网（www.xmrc.c
prefix24_template_cross,9,dev|test|train,1,train:85-s0009|train:334-s0014|train:519-s0000|train:749-s0020|train:897-s0006|train:1024-s0018|train:1042-s0000|dev:1714-s0007|test:1855-s0000,85|334|519|749|897|1024|1042|1714,（macrodatas.cn）（来自马克数据网）
prefix24_template_cross,8,dev|train,1,train:411-s0031|train:695-s0011|train:1025-s0008|train:1061-s0014|train:1171-s0010|train:1444-s0008|dev:1661-s0012|dev:1703-s0009,411|695|1025|1061|1171|1444|1661|1703,来自：www.macrodatas.cn
prefix24_template_cross,10,dev|test|train,1,train:431-s0007|train:449-s0029|train:540-s0012|train:821-s0008|train:1005-s0012|train:1009-s0014|train:1133-s0011|train:1499-s0006|dev:1794-s0010|test:1898-s0016,431|449|540|821|1005|1009|1133|1499,更多数据：www.macrodatas.cn
prefix24_template_cross,2,test|train,1,train:439-s0004|test:1876-s0009,439|1876,结业颁发工业和信息化部软件与集成电路促进中心职业
prefix24_template_cross,9,dev|train,1,train:483-s0013|train:655-s0012|train:735-s0004|train:941-s0014|train:1105-s0023|train:1112-s0011|train:1389-s0008|train:1480-s0010|dev:1730-s0008,483|655|735|941|1105|1112|1389|1480,www.macrodatas.cn
prefix24_template_cross,2,test|train,1,train:692-s0004|test:1897-s0005,692|1897,5、学习能力强，工作热情高，富有责任感，工作认真
prefix24_template_cross,2,dev|train,1,train:1018-s0012|dev:1683-s0010,1018|1683,4.素质要求：-工作踏实，态度积极，能够承受工作
prefix24_template_cross,2,dev|train,1,train:1018-s0014|dev:1683-s0011,1018|1683,-责任心强，正直诚实，值得信赖。
prefix24_template_cross,2,test|train,1,train:1027-s0000|test:1872-s0000,1027|1872,详见官网：www.macrodatas.cn工作
prefix24_template_cross,8,dev|test|train,1,train:1040-s0019|train:1056-s0013|train:1262-s0003|train:1401-s0008|train:1501-s0000|dev:1728-s0010|dev:1733-s0011|test:1882-s0000,1040|1056|1262|1401|1501|1728|1733|1882,更多数据：搜索马克数据网来源：www.macro
prefix24_template_cross,2,dev|train,1,train:1043-s0001|dev:1645-s0001,1043|1645,２．通过电话等方式，跟进顾客购买意向，提供相应指
prefix24_template_cross,2,dev|train,1,train:1043-s0003|dev:1645-s0003,1043|1645,４．准确收集、统计、整理咨询数据，挖掘有效顾客信
prefix24_template_cross,2,test|train,1,train:1076-s0018|test:1879-s0006,1076|1879,"福利待遇免费班车,成长空间,年度旅游,岗位晋升,"
prefix24_template_cross,2,dev|train,1,train:1193-s0015|dev:1632-s0009,1193|1632,"福利待遇扁平管理,弹性工作,就近租房补贴,六险一"
prefix24_template_cross,2,dev|train,1,train:1238-s0004|dev:1625-s0003,1238|1625,目前线上已覆盖PC端、链家APP、链家网手机版等
prefix24_template_cross,2,dev|train,1,train:1255-s0005|dev:1645-s0005,1255|1645,3、签订正式劳动合同，完整合规的社会保险和住房公
prefix24_template_cross,2,dev|train,1,train:1255-s0007|dev:1645-s0007,1255|1645,5、每年享受国家规定的带薪年假、法定节假日等福利
prefix24_template_cross,2,dev|train,1,train:1255-s0012|dev:1645-s0011,1255|1645,2、管理路线：专员主管经理总监--校长；
prefix24_template_cross,2,dev|train,1,train:1255-s0013|dev:1645-s0012,1255|1645,3、内部晋升职位：公司招募职位以内部竞选员工优先
prefix24_template_cross,2,dev|train,1,train:1275-s0000|dev:1657-s0000,1275|1657,岗位职责：基于分布式大数据平台，搭建互联网保险数
prefix24_template_cross,5,dev|test|train,1,train:1309-s0008|train:1310-s0012|dev:1642-s0007|dev:1706-s0008|test:1811-s0008,1309|1310|1642|1706|1811,"福利待遇扁平管理,弹性工作,大厨定制三餐,就近租"
prefix24_template_cross,2,dev|train,1,train:1336-s0031|dev:1608-s0008,1336|1608,5、积极热情、敬业爱岗、心理素质佳、较强的抗压能
prefix24_template_cross,2,test|train,1,train:1453-s0006|test:1823-s0004,1453|1823,2、熟练操作常用办公软件，且具备其它软件应用能力
prefix24_template_cross,2,test|train,1,train:1453-s0008|test:1823-s0006,1453|1823,4、对通用类软件或互联网应用产品的人机交互方面有
prefix24_template_cross,2,test|train,1,train:1453-s0009|test:1823-s0007,1453|1823,5、具备良好的审美能力、深厚的美术功底，有较强的
prefix24_template_cross,2,dev|train,1,train:1573-s0000|dev:1620-s0000,1573|1620,该职位来源于猎聘任职要求1.负责公有云解决方案销
prefix24_template_cross,2,dev|train,1,train:1573-s0001|dev:1620-s0001,1573|1620,2.3年以上公有云产品销售经验，熟悉互联网和云计
prefix24_template_cross,2,dev|train,1,train:1573-s0002|dev:1620-s0002,1573|1620,3.具备云架构咨询与设计服务能力、HCIA证书者
title_cross,103,dev|train,1,train:7-s0000|train:7-s0001|train:7-s0002|train:15-s0000|train:15-s0001|train:15-s0002|train:15-s0003|train:15-s0004|train:15-s0005|train:15-s0006|train:15-s0007|train:15-s0008,7|7|7|15|15|15|15|15,销售代表
title_cross,31,dev|train,1,train:14-s0000|train:14-s0001|train:14-s0002|train:14-s0003|train:14-s0004|train:14-s0005|train:14-s0006|train:14-s0007|train:14-s0008|train:1140-s0000|train:1140-s0001|train:1140-s0002,14|14|14|14|14|14|14|14,测试工程师
title_cross,40,dev|train,1,train:57-s0000|train:57-s0001|train:57-s0002|train:57-s0003|train:57-s0004|train:57-s0005|train:57-s0006|train:273-s0000|train:273-s0001|train:273-s0002|train:273-s0003|train:273-s0004,57|57|57|57|57|57|57|273,总经理助理
title_cross,10,dev|train,1,train:106-s0000|train:106-s0001|train:106-s0002|train:106-s0003|train:106-s0004|train:106-s0005|train:106-s0006|train:106-s0007|train:106-s0008|dev:1750-s0000,106|106|106|106|106|106|106|106,Java
title_cross,52,dev|test|train,1,train:194-s0000|train:194-s0001|train:194-s0002|train:194-s0003|train:194-s0004|train:194-s0005|train:194-s0006|train:194-s0007|train:194-s0008|dev:1753-s0000|dev:1753-s0001|dev:1753-s0002,194|194|194|194|194|194|194|194,运维工程师
title_cross,17,dev|train,1,train:309-s0000|train:309-s0001|train:309-s0002|train:309-s0003|train:309-s0004|train:309-s0005|dev:1794-s0000|dev:1794-s0001|dev:1794-s0002|dev:1794-s0003|dev:1794-s0004|dev:1794-s0005,309|309|309|309|309|309|1794|1794,技术经理
title_cross,69,test|train,1,train:442-s0000|train:442-s0001|train:442-s0002|train:442-s0003|train:442-s0004|train:442-s0005|train:988-s0000|train:988-s0001|train:988-s0002|train:988-s0003|train:988-s0004|train:988-s0005,442|442|442|442|442|442|988|988,产品经理
title_cross,34,dev|train,1,train:700-s0000|train:700-s0001|train:700-s0002|train:700-s0003|train:700-s0004|train:700-s0005|train:700-s0006|train:700-s0007|train:700-s0008|train:700-s0009|train:700-s0010|train:700-s0011,700|700|700|700|700|700|700|700,客服专员
title_cross,39,dev|train,1,train:825-s0000|train:825-s0001|train:825-s0002|train:825-s0003|train:825-s0004|train:825-s0005|train:825-s0006|train:825-s0007|train:825-s0008|train:825-s0009|train:825-s0010|train:825-s0011,825|825|825|825|825|825|825|825,渠道销售
title_cross,21,test|train,1,train:857-s0000|train:857-s0001|train:857-s0002|train:857-s0003|train:857-s0004|train:857-s0005|train:857-s0006|train:857-s0007|train:857-s0008|train:857-s0009|train:857-s0010|test:1920-s0000,857|857|857|857|857|857|857|857,电子助理工程师
title_cross,22,dev|train,1,train:932-s0000|train:932-s0001|train:932-s0002|train:932-s0003|train:932-s0004|train:932-s0005|train:932-s0006|train:932-s0007|train:932-s0008|train:932-s0009|train:932-s0010|train:932-s0011,932|932|932|932|932|932|932|932,安卓开发工程师
title_cross,45,test|train,1,train:965-s0000|train:965-s0001|train:965-s0002|train:965-s0003|train:965-s0004|train:965-s0005|train:965-s0006|train:965-s0007|train:965-s0008|train:965-s0009|train:965-s0010|train:965-s0011,965|965|965|965|965|965|965|965,销售经理
title_cross,29,dev|train,1,train:1003-s0000|train:1003-s0001|train:1041-s0000|train:1041-s0001|train:1041-s0002|train:1041-s0003|train:1041-s0004|train:1041-s0005|train:1041-s0006|train:1527-s0000|train:1527-s0001|train:1527-s0002,1003|1003|1041|1041|1041|1041|1041|1041,软件工程师
title_cross,48,dev|train,1,train:1034-s0000|train:1289-s0000|train:1289-s0001|train:1289-s0002|train:1289-s0003|train:1289-s0004|train:1289-s0005|train:1289-s0006|train:1289-s0007|train:1289-s0008|train:1289-s0009|train:1328-s0000,1034|1289|1289|1289|1289|1289|1289|1289,数据开发工程师
title_cross,27,test|train,1,train:1085-s0000|train:1389-s0000|train:1389-s0001|train:1389-s0002|train:1389-s0003|train:1389-s0004|train:1389-s0005|train:1389-s0006|train:1389-s0007|train:1389-s0008|test:1887-s0000|test:1887-s0001,1085|1389|1389|1389|1389|1389|1389|1389,高级算法工程师
title_cross,110,dev|test|train,1,train:1093-s0000|train:1093-s0001|train:1093-s0002|train:1093-s0003|train:1093-s0004|train:1093-s0005|train:1093-s0006|train:1093-s0007|train:1156-s0000|train:1156-s0001|train:1156-s0002|train:1156-s0003,1093|1093|1093|1093|1093|1093|1093|1093,算法工程师
title_cross,78,dev|test|train,1,train:1131-s0000|train:1131-s0001|train:1309-s0000|train:1309-s0001|train:1309-s0002|train:1309-s0003|train:1309-s0004|train:1309-s0005|train:1309-s0006|train:1309-s0007|train:1309-s0008|train:1480-s0000,1131|1131|1309|1309|1309|1309|1309|1309,数据分析师
title_cross,23,dev|train,1,train:1148-s0000|train:1148-s0001|train:1148-s0002|train:1148-s0003|train:1148-s0004|train:1148-s0005|train:1148-s0006|train:1148-s0007|train:1148-s0008|train:1148-s0009|train:1148-s0010|train:1148-s0011,1148|1148|1148|1148|1148|1148|1148|1148,数据产品经理
title_cross,13,test|train,1,train:1158-s0000|train:1158-s0001|train:1158-s0002|train:1158-s0003|train:1158-s0004|train:1158-s0005|train:1158-s0006|train:1158-s0007|train:1158-s0008|train:1158-s0009|train:1158-s0010|test:1830-s0000,1158|1158|1158|1158|1158|1158|1158|1158,前端开发工程师
title_cross,40,dev|train,1,train:1194-s0000|train:1194-s0001|train:1194-s0002|train:1194-s0003|train:1194-s0004|train:1194-s0005|train:1194-s0006|train:1194-s0007|train:1194-s0008|train:1194-s0009|train:1194-s0010|train:1194-s0011,1194|1194|1194|1194|1194|1194|1194|1194,销售总监
title_cross,33,test|train,1,train:1235-s0000|train:1235-s0001|train:1235-s0002|train:1235-s0003|train:1235-s0004|train:1235-s0005|train:1235-s0006|train:1235-s0007|test:1925-s0000|test:1925-s0001|test:1925-s0002|test:1925-s0003,1235|1235|1235|1235|1235|1235|1235|1235,数据分析
title_cross,28,dev|train,1,train:1253-s0000|train:1253-s0001|train:1253-s0002|train:1253-s0003|train:1253-s0004|train:1253-s0005|train:1253-s0006|train:1253-s0007|train:1253-s0008|train:1253-s0009|train:1253-s0010|train:1253-s0011,1253|1253|1253|1253|1253|1253|1253|1253,nlp算法工程师
title_cross,15,dev|train,1,train:1269-s0000|train:1269-s0001|train:1269-s0002|train:1269-s0003|train:1269-s0004|train:1269-s0005|train:1269-s0006|train:1269-s0007|dev:1799-s0000|dev:1799-s0001|dev:1799-s0002|dev:1799-s0003,1269|1269|1269|1269|1269|1269|1269|1269,语音识别算法工程师
title_cross,34,dev|test|train,1,train:1311-s0000|dev:1782-s0000|dev:1782-s0001|dev:1782-s0002|dev:1782-s0003|dev:1782-s0004|dev:1782-s0005|dev:1782-s0006|dev:1793-s0000|dev:1793-s0001|dev:1793-s0002|dev:1793-s0003,1311|1782|1782|1782|1782|1782|1782|1782,大数据开发工程师
title_cross,25,dev|test|train,1,train:1332-s0000|train:1332-s0001|train:1332-s0002|train:1332-s0003|train:1332-s0004|train:1332-s0005|train:1332-s0006|train:1332-s0007|train:1332-s0008|train:1332-s0009|train:1332-s0010|dev:1662-s0000,1332|1332|1332|1332|1332|1332|1332|1332,机器学习算法工程师
title_cross,28,dev|test|train,1,train:1339-s0000|train:1339-s0001|train:1339-s0002|train:1339-s0003|train:1339-s0004|train:1339-s0005|train:1339-s0006|train:1339-s0007|train:1339-s0008|dev:1686-s0000|dev:1686-s0001|dev:1686-s0002,1339|1339|1339|1339|1339|1339|1339|1339,大数据架构师
title_cross,22,dev|train,1,train:1387-s0000|train:1387-s0001|train:1387-s0002|train:1387-s0003|train:1387-s0004|train:1387-s0005|train:1387-s0006|train:1387-s0007|train:1387-s0008|train:1387-s0009|train:1387-s0010|train:1387-s0011,1387|1387|1387|1387|1387|1387|1387|1387,图像处理工程师
title_cross,38,dev|train,1,train:1441-s0000|train:1441-s0001|train:1441-s0002|train:1441-s0003|train:1441-s0004|train:1441-s0005|train:1441-s0006|train:1441-s0007|train:1441-s0008|train:1441-s0009|train:1441-s0010|train:1441-s0011,1441|1441|1441|1441|1441|1441|1441|1441,交互设计师
title_cross,14,test|train,1,train:1442-s0000|train:1442-s0001|train:1442-s0002|test:1935-s0000|test:1935-s0001|test:1935-s0002|test:1935-s0003|test:1935-s0004|test:1935-s0005|test:1935-s0006|test:1935-s0007|test:1935-s0008,1442|1442|1442|1935|1935|1935|1935|1935,Python
title_cross,13,dev|train,1,train:1509-s0000|train:1509-s0001|train:1509-s0002|train:1509-s0003|train:1509-s0004|train:1509-s0005|train:1509-s0006|train:1509-s0007|train:1509-s0008|train:1509-s0009|train:1509-s0010|train:1509-s0011,1509|1509|1509|1509|1509|1509|1509|1509,资深数据分析师
title_cross,6,dev|train,1,train:1573-s0000|train:1573-s0001|train:1573-s0002|dev:1620-s0000|dev:1620-s0001|dev:1620-s0002,1573|1573|1573|1620|1620|1620,华为公有云销售经理 总监
title_cross,25,test|train,1,train:1575-s0000|train:1575-s0001|train:1575-s0002|train:1575-s0003|train:1575-s0004|train:1575-s0005|train:1575-s0006|train:1575-s0007|train:1575-s0008|train:1575-s0009|train:1575-s0010|train:1575-s0011,1575|1575|1575|1575|1575|1575|1575|1575,软件测试工程师
title_cross,21,dev|test,1,dev:1638-s0000|dev:1638-s0001|dev:1638-s0002|dev:1638-s0003|dev:1638-s0004|dev:1638-s0005|dev:1638-s0006|dev:1638-s0007|dev:1638-s0008|dev:1638-s0009|dev:1638-s0010|dev:1638-s0011,1638|1638|1638|1638|1638|1638|1638|1638,嵌入式软件工程师
gold_text_in_train,1,gold|train,1,,,微信公众号马克 数据网
gold_text_in_train,1,gold|train,1,,,（来 自 马 克 数 据 网）
gold_text_in_train,1,gold|train,1,,,;
gold_text_in_train,1,gold|train,0,,," 福利待遇 扁平管理,弹性工作,大厨定制三餐,就近租房补贴,六险一金,股票期权,成长空间大,双线地铁沿线,mac办公"
gold_text_in_train,1,gold|train,1,,, 数据由马 克 数 据整理
gold_text_in_train,1,gold|train,1,,, （更多数据，详见马克数据网）
gold_text_in_train,1,gold|train,1,,,来源：马 克 团 队
gold_text_in_train,1,gold|train,1,,, 来自马克数据网
gold_text_in_train,1,gold|train,0,,, 更多详情，请浏览厦门人才网（www.xmrc.com.cn）
gold_text_in_train,1,gold|train,1,,, 来自：马 克 团 队
gold_text_in_train,1,gold|train,0,,, 分享 微信邮件
gold_text_in_train,1,gold|train,0,,,", 高薪诚聘"
gold_text_in_train,1,gold|train,0,,, 马-克-数据
gold_text_in_train,1,gold|train,0,,,更多数据：www.macrodatas.cn
gold_text_in_train,1,gold|train,1,,,。
gold_text_in_train,1,gold|train,0,,,结业颁发工业和信息化部软件与集成电路促进中心职业技能等级证书，行业内畅通无阻。
gold_text_in_train,1,gold|train,1,,,数据由马 克 数 据整理
gold_text_in_train,1,gold|train,0,,,&gt;
gold_text_in_train,1,gold|train,1,,,搜索马 克 数 据 网
gold_text_in_train,1,gold|train,1,,, 该数据由<马克数据网>整理
gold_text_in_train,1,gold|train,1,,, 微信公众号马克数据网
gold_text_in_train,1,gold|train,1,,,]。
gold_text_in_train,1,gold|train,0,,,amp;
gold_text_in_train,1,gold|train,0,,,来自马-克-数-据-官网
gold_text_in_train,1,gold|train,0,,,5、学习能力强，工作热情高，富有责任感，工作认真、细致、敬业，责任心强；
gold_text_in_train,1,gold|train,1,,,关注公众号马 克 数 据 网
gold_text_in_train,1,gold|train,0,,," 福利待遇 免费班车,成长空间,年度旅游,岗位晋升,内部转岗机会,管理规范,美女多,帅哥多,影响亿万用户,五险一金,领先技术,新鲜空气,大平台,弹性工作"
gold_text_in_train,1,gold|train,0,,, （macrodatas.cn）
