id,domain,status,kimi_status,human_priority,doubao_n_dropped,codex,doubao,kimi,rule,sentence
1829-s0002,人工智能招聘,span_mismatch,pending,True,0,法律法规/K,海外购房法律法规/K | 贷款政策/K | 专业咨询/S,,海外购房法律法规/K | 专业咨询（/K | 培训课程）/K, 3．为客户提供海外购房法律法规、贷款政策、交房、租赁等环节的专业咨询（公司提供相关培训课程）；
1829-s0003,人工智能招聘,agree_empty,pending,False,3,[],[],,进行客户定期回访/S | 完成VIP客户海外一/S, 4．及时有效进行客户定期回访，将客户需求准确反馈至产品部门，完成VIP客户海外一站式私订服务方案；
1829-s0004,人工智能招聘,agree_empty,pending,False,1,[],[],,定期配合公/T | 陪同服务客/S, 5．定期配合公司海外考察、高端旅行项目，陪同服务客户境外行程；
1829-s0005,人工智能招聘,agree_empty,pending,False,0,[],[],,完成公/S | 销售目标以/K | 日、周、月的绩效/K, 6. 完成公司制定的销售目标以及日、周、月的绩效指标；
1829-s0006,人工智能招聘,agree_empty,pending,False,0,[],[],,[], 7. 积极完成其它临时性工作；
1829-s0007,人工智能招聘,agree_spans,pending,False,0,销售/S,销售/S,,销售经验/S, 基本要求： 1．二年以上销售经验（海外或国内房产；
1829-s0008,人工智能招聘,agree_empty,pending,False,0,[],[],,[],外资银行、国内银行理财；
1829-s0009,人工智能招聘,agree_empty,pending,False,0,[],[],,[],移民或留学；
1829-s0010,人工智能招聘,agree_empty,pending,False,0,[],[],,[],奢侈品等行业经验优先考虑）；
1829-s0011,人工智能招聘,agree_empty,pending,False,0,[],[],,[],相对应国家海归优先考虑；
1829-s0012,人工智能招聘,agree_spans,pending,False,1,敬业精神/T | 沟通能力/T,敬业精神/T | 沟通能力/T,,沟通能力/T | 抗压性/T, 2．乐于接受挑战性的工作，有较高的敬业精神，喜欢销售工作，具备较强的沟通能力、抗压性；
1829-s0013,人工智能招聘,span_mismatch,pending,True,0,普通话标准/L | 表达能力/T | 敬业精神/T | 团队精神/T,普通话/L | 沟通表达能力/T | 敬业精神/T | 团队精神/T,,普通话标/L | 沟通表达能/T | 敬业精神/T | 团队精/T, 3．普通话标准，具有良好的沟通表达能力，声音富有感染力，具有良好的敬业精神、团队精神、有明确目标；
1829-s0014,人工智能招聘,span_mismatch,pending,True,1,投资/K,投资/K | 海外资产配置/K,,投资及海外资产配/K | 学习热/T, 4. 对投资及海外资产配置有独到的见解及较高的学习热情者，优先考虑。
1829-s0015,人工智能招聘,agree_empty,pending,False,0,[],[],,[],对于优秀实习生可放宽条件。
1829-s0016,人工智能招聘,empty_mismatch,pending,True,0,ai/S | 网络/K | 大数据/K | 人工智能/K,[],,大数据和人工智能/K | 财富管理专业/K, 公司介绍： 比邻网（www.bilin.ai)是浙江数本网络科技有限公司旗下网，总部位于上海，依托公司自拥有大数据和人工智能的核心技术，为客户推荐优质海外房产投资、移民、财富管理专业服务。
1829-s0017,人工智能招聘,agree_empty,pending,False,0,[],[],,战略联盟关系/T | 合作关系/T,迄今为止，已经与海外100多家顶级房地产开发商建立了长期战略联盟关系，并与海外各大银行、知名律师行建立了紧密合作关系。
1829-s0018,人工智能招聘,agree_empty,pending,False,0,[],[],,财富管理一/K, 未来，公司将继续围绕客户需求，为高端客户提供专业的海外房产、高端旅游、移民及财富管理一站式尊贵VIP服务。
1830-s0000,人工智能招聘,span_mismatch,pending,True,2,AI/S | 设计/S | 计算机/K | 相关专业/K | 本科/K | 项目开发/S | Javascript/S | css/S | HTML/S | DOM/S | ajax/S | jquery/S,Web前端研发/S | 开发/S | 本科以上学历/K | 前端项目开发/S | Javascript/S | css/S | HTML/S | DOM/S | ajax/S | jquery/S | 前端技术/K,,百度智能云AI产品/K | 设计与开发职/S | Javascript、css、HTML、DOM/S,工作职责-负责百度智能云AI产品的Web前端研发工作-与团队配合完成项目的设计与开发职位要求-计算机及相关专业本科以上学历，有实际前端项目开发经验-熟悉Javascript、css、HTML、DOM、ajax、jquery等前端技术。
1830-s0001,人工智能招聘,empty_mismatch,pending,True,0,[],W3C/K | ECMAScript/K | es6/K | 技术标准/K | React/S | 项目开发/S | ReactHooks/S | Webpack/S | Grunt/S | Gulp/S | 构建工具/K | 使用/S | 配置/S,,W3C、ECMAScript、es6等相关/K | 技术标准-/K | React项目开发经验/S | ReactHooks加分-会用/K | 构建工具的使用和/S,"-熟悉W3C、ECMAScript、es6等相关技术标准-需要拥有至少一年React项目开发经验，熟悉ReactHooks加分-会用Webpack、Grunt、Gulp、其中任意一项构建工具的使用和配置的加分福利待遇绩效奖金,带薪年假,定期体检,管理规范,岗位晋升,五险一金,团队建设"
1831-s0000,人工智能招聘,span_mismatch,pending,True,3,构建/S | 项目管理/S | 产品开发/S,项目管理/S | 产品开发/S,,构建，管理公/S | 项目管理工作/S | 带领团/T | 制定的产品开发任/S,岗位职责：1、全面负责产品体系的构建，管理公司产品研发和项目管理工作，带领团队完成公司制定的产品开发任务目标;
1831-s0001,人工智能招聘,span_mismatch,pending,True,5,产品开发/S | 技术支持/S,产品开发/S | 技术支持体系/K | 产品技术创新/S,,技术发展路线与产/S | 产品体系/K | 技术支/K | 产品技术创新和流/S | 产研能力/S,2、规划公司的技术发展路线与产品开发，建立和完善公司研发和产品体系、技术支持体系，不断推动产品技术创新和流程的优化，持续提升公司整体的产研能力;
1831-s0002,人工智能招聘,span_mismatch,pending,True,2,新技术/K | 敏锐/T,平台产品技术创新/S,,结合业务需求，引/S | 新技术/K | 行业动向/K | 敏锐的感知度/T,3、结合业务需求，引用前沿技术，推动平台产品技术创新开发，对新技术、行业动向保持敏锐的感知度;
1831-s0003,人工智能招聘,empty_mismatch,pending,True,2,[],技术产品过程管理/S,,运用先/S | 技术产品过程管理/S | 提升产/S,4、运用先进的、合理的技术产品过程管理方法，优化业务流程，提升产品技术团队效率;
1831-s0004,人工智能招聘,span_mismatch,pending,True,3,指导/S | 审核/S | 质量评估/S,质量评估/S,,决策/S | 指导/S | 审核/S | 技术方案/K | 质量评估/S,5、负责重大技术项目的决策、指导、审核项目总体技术方案，对各项目进行质量评估。
1831-s0005,人工智能招聘,span_mismatch,pending,True,1,本科及以上学历/K | 通信/K | 计算机/K | 相关专业/K | 项目成功案例/K | 架构设计/S,本科及以上学历/K | 通信/K | 计算机/K | 架构设计/S,,通信/K | 计算机等相/K | 项目成功案例、大/K,任职资格：1、本科及以上学历，通信、计算机等相关专业，10年及以上相关工作经验，有项目成功案例、大型系统平台研发及架构设计经验者优先;
1831-s0006,人工智能招聘,agree_empty,pending,False,0,[],[],,[],2、有IT、ICT、IOT、互联网等企业工作经验，大中型企业COT/CIO等岗位的工作经历;
1831-s0007,人工智能招聘,agree_spans,pending,False,1,移动互联网/K | 物联网/K,移动互联网/K | 物联网/K,,移动互联网/K | 物联/K | 和发展趋势有/K,3、对移动互联网、物联网行业现状和发展趋势有深刻理解;
1831-s0008,人工智能招聘,span_mismatch,pending,True,0,大数据/K | 云计算/K | 物联网/K | 通信/K | 网络/K,大数据/K | 云计算/K | 物联网/K | 移动互联网/K | 通信网络/K,,大数据/K | 云计算/K | 技术运用/S,精通大数据、云计算、物联网、移动互联网和通信网络等主要技术运用;
1831-s0009,人工智能招聘,span_mismatch,pending,True,1,分析问题/S | 解决问题/S,逻辑思考能力/T | 发现问题/S | 分析问题/S | 解决问题/S,,把握全局/T | 逻辑思考能力和发/T,4、善于把握全局，有很强的逻辑思考能力和发现问题、分析问题、解决问题的能力;
1831-s0010,人工智能招聘,span_mismatch,pending,True,2,管理能力/T | 目标设定/S | 项目管理/S,沟通协调/T | 组织管理/T | 目标设定/S | 执行/S | 项目管理/S | 激励/T | 辅导/T,,沟通协/T | 组织管理能/T | 目标设定与执行/S | 促进他人行动的能/T | 领导团队完/T | 开发任/S,5、优秀的沟通协调及组织管理能力，具备目标设定与执行、项目管理、激励与辅导、有促进他人行动的能力，能够领导团队完成平台级别的开发任务。
1832-s0000,人工智能招聘,empty_mismatch,pending,True,0,[],垂直行业资源库搭建/S | 运营/S,,垂直行业资源库搭/S,岗位职责：1、垂直行业资源库搭建和运营；
1832-s0001,人工智能招聘,span_mismatch,pending,True,0,翻译/S | 项目管理/S,翻译项目资源接口/S | 项目管理/S,,翻译项目资源接口/S | 项目管理/S,2、翻译项目资源接口，参与项目管理；
1832-s0002,人工智能招聘,span_mismatch,pending,True,1,翻译/S,翻译项目需求开发/S,,利用公/S | 翻译项目需求开发/S | 储备适/S,3、利用公司现有资源渠道，根据翻译项目需求开发储备适用资源；
1832-s0003,人工智能招聘,agree_empty,pending,False,0,[],[],,[],4、配合部门负责人完成其他指定工作。
1832-s0004,人工智能招聘,empty_mismatch,pending,True,1,本科/K,[],,[],任职要求：1、本科或以上学历，2年以上工作经验；
1832-s0005,人工智能招聘,span_mismatch,pending,True,0,翻译/S | 大数据处理/S,翻译行业/K | 大数据处理/S,,翻译行/K | 工作经验/K | 大数据处理项/K,2、有翻译行业工作经验或大数据处理项目经验者优先；
1832-s0006,人工智能招聘,span_mismatch,pending,True,0,思路清晰/T | 汇报/S | 逻辑思维能力/T,沟通/T | 工作思路清晰/T | 汇报意识/T | 逻辑思维能力/T,,有效沟通/T | 工作思/T | 汇报意识和逻辑思/T,3、善于有效沟通、工作思路清晰、出色的汇报意识和逻辑思维能力；
1832-s0007,人工智能招聘,span_mismatch,pending,True,0,抗压能力/T,工作热情/T | 抗压能力/T,,抗压能力/T,4、具备高度的工作热情和抗压能力。
1833-s0000,人工智能招聘,agree_empty,pending,False,0,[],[],,[],阿里巴巴达摩院 机器智能技术 云小蜜智能对话组，面向在校生提供实习机会。
1833-s0001,人工智能招聘,empty_mismatch,pending,True,1,[],对话领域/K | 模型技术优化/S,,责: 在mentor指导下/T | 先进模型技术优化/S,工作职责: 在mentor指导下，负责对话领域的先进模型技术优化及探索，形成专利或发表顶会论文。
1833-s0002,人工智能招聘,span_mismatch,pending,True,0,nlp领域基本知识/K | 分类/S | 匹配/K | 强化学习/K,nlp/K | 分类/K | 匹配/K | 生成模型/K | 强化学习/K | 学术研究/S,,nlp领域基本知识/K | nlp领域某一方面先/K | 分类/K | 匹配/K | 生成/K,要求: 1.熟悉nlp领域基本知识，了解nlp领域某一方面先进技术，对分类、匹配、生成模型、强化学习等有深入理解优先，具备相关学术研究经验或竞赛经验优先。
1833-s0003,人工智能招聘,span_mismatch,pending,True,2,tensorflow/S | pytorch/S | 深度学习/K,tensorflow/S | pytorch/S | 深度学习框架/K,,tensorflow，pytorch等深度学习/S | state of the art模/K, 2.熟悉tensorflow，pytorch等深度学习框架，具备state of the art模型的复现和持续优化的能力。
1833-s0004,人工智能招聘,span_mismatch,pending,True,2,性格开朗/T,性格开朗/T | nlp/K,,性格开朗，乐于分/T | nlp相关领域深入研/K, 3.性格开朗，乐于分享和交流，有意愿在nlp相关领域深入研究。
1833-s0005,人工智能招聘,agree_spans,pending,False,0,计算机专业/K | 博士/K,计算机专业/K | 博士/K,,专业/K, 4.计算机专业、博士实习生优先。
1834-s0000,人工智能招聘,span_mismatch,pending,True,4,智能家居/K,华为智能家居系统/K,,需求，挖掘客/T | 潜在需求，设计编/T | 华为智能家居系统/K | 展示技术/S,岗位职责:1、 负责了解客户的需求，挖掘客户潜在需求，设计编制华为智能家居系统集成解决方案，并向客户充分展示技术方案；
1834-s0001,人工智能招聘,span_mismatch,pending,True,3,CAD/S | PPT/S,CAD/S,,制作配/S | CAD点位图，样板房/K | 制定不/S,2、 制作配置清单，CAD点位图，样板房和楼盘方案PPT，根据不同用户需求，制定不同类型方案；
1834-s0002,人工智能招聘,span_mismatch,pending,True,0,方案设计/S | 华为全屋智能方案/K,智能方案设计/S | 华为全屋智能方案/K,,智能方案设计，引/S | 华为全屋智能方案/K,3、在拓展阶段根据客户的需求进行智能方案设计，引导客户使用华为全屋智能方案；
1834-s0003,人工智能招聘,agree_empty,pending,False,1,[],[],,施工阶/S | 监督施/S | 方案进/K,在施工阶段，监督施工人员严格按照方案进行施工；
1834-s0004,人工智能招聘,span_mismatch,pending,True,3,智能家居/K,解决方案/S,,应有场景提/K | 跟进和推动解/S,4、针对具体的智能家居应有场景提供解决方案，跟进和推动解决方案的实施和落地；
1834-s0005,人工智能招聘,empty_mismatch,pending,True,0,[],行业资讯/K | 智能化方案/S,,最新行业资讯/K | 提供前沿的智能化/S,5、了解最新行业资讯，能提供前沿的智能化方案。
1834-s0006,人工智能招聘,span_mismatch,pending,True,0,CAD/S | Photoshop/S | 绘图/S | Office/S,CAD/S | Photoshop/S | Office/S,,操作CAD/S,岗位要求： 1、熟练操作CAD、Photoshop绘图软件及Office办公软件；
1834-s0007,人工智能招聘,span_mismatch,pending,True,0,弱电电气原理系统/K | 监控/S | 可视对讲/K,弱电电气原理/K | 监控/K | 可视对讲/K | 安防/K,,弱电电气原理系统/K | 监控/K | 可视对讲/K,2、熟悉弱电电气原理系统（如：监控、可视对讲、安防）；
1834-s0008,人工智能招聘,span_mismatch,pending,True,0,智能家居/K,智能家居/K | 楼宇自控/K | 综合布线/K | 安防监控/K | 家庭影院/K | 设计/S,,智能家居/K | 楼宇自/K,3、具有1年以上智能家居、楼宇自控、综合布线、安防监控、家庭影院等设计经验；
1834-s0009,人工智能招聘,span_mismatch,pending,True,2,沟通能力/T,洽谈沟通/T,,洽谈沟/T | 协助转化准/S | 协助实现销/S,4、具备一定洽谈沟通能力，能够协助转化准客户，协助实现销售合同签单；
1834-s0010,人工智能招聘,empty_mismatch,pending,True,2,[],细心/T | 团队协作/T,,工作负责/T | 团队协/T,5、细心、工作负责、团队协作精神强，有热情，喜欢高科技电子产品；
1834-s0011,人工智能招聘,span_mismatch,pending,True,0,物联网/K | 楼宇自控/K | 计算机/K | 相关专业/K | 智能家居/K | 智慧城市/K,物联网/K | 楼宇自控/K | 计算机信息/K | 通讯工程/K | 室内设计/K | 建筑设计/K | 智能家居/K | 智慧城市/K | 智慧园区/K | 项目经验/S,,物联网/K | 楼宇自控/K | 智能家居/K | 智慧城/K,6、物联网、楼宇自控、计算机信息、通讯工程、室内设计、建筑设计等相关专业，具有智能家居、智慧城市、智慧园区相关项目经验者优先。
1835-s0000,人工智能招聘,agree_empty,pending,False,2,[],[],,优化财/S | 提升用/S,职位描述： 1、优化财经 内容的排序，提升用户发布内容的转化率；
1835-s0001,人工智能招聘,span_mismatch,pending,True,3,优化模型/K,用户体验/K,,模型和召回/S | 财经内容的分发效/K | 用户体验/T, 2、优化模型和召回，提升财经内容的分发效率，改善用户体验；
1835-s0002,人工智能招聘,empty_mismatch,pending,True,1,[],排序系统/S | 线上服务/S,,搭建和优化推荐/S | 稳定的线上服务/T, 3、搭建和优化推荐、排序系统，提供稳定的线上服务；
1835-s0003,人工智能招聘,empty_mismatch,pending,True,2,挖掘数据/S,[],,挖掘数据，改善产/S, 4、挖掘数据，改善产品。
1835-s0004,人工智能招聘,span_mismatch,pending,True,0,编程语言/K | 算法/K,代码能力/S | 编程语言/S | 算法/K,,代码能力/S | 编程语言和算法/S, 职位要求： 1、优秀的代码能力，掌握常用编程语言和算法；
1835-s0005,人工智能招聘,agree_spans,pending,False,0,推荐系统/K | 机器学习/K | 大数据处理/S,推荐系统/K | 机器学习/K | 大数据处理/S,,推荐系统/K | 机器学/K, 2、对推荐系统、机器学习和大数据处理感兴趣，熟悉其中一项或者多项；
1835-s0006,人工智能招聘,agree_empty,pending,False,0,[],[],,[], 3、2 年以上工作经验；
1835-s0007,人工智能招聘,span_mismatch,pending,True,0,推荐/S | 搜索 rank/S,推荐/S | 搜索/S | rank/S,,推荐/S | 搜索 rank/S, 4、有推荐、搜索 rank 等相关工作经验优先。
1836-s0000,人工智能招聘,span_mismatch,pending,True,1,项目管理/S | 技术管理/S,项目管理/S | 技术管理/S | 研发管理/S,,软件行业研/K | 项目管理经验/S | 技术管理或研发管/S,百度搜索马 克 数 据 网 岗位职责： 1、8年以上的软件行业研发经验，4年以上项目管理经验、技术管理或研发管理工作经验；
1836-s0001,人工智能招聘,span_mismatch,pending,True,1,技术架构/K,技术难题攻关/S | 平台技术架构设计/S,,技术难题攻关/S | 平台技术架构设计/S, 2、参与技术难题攻关，负责/参与平台技术架构设计、重构；
1836-s0002,人工智能招聘,empty_mismatch,pending,True,1,[],业务规划/K | 技术规划/K,,业务规划及技术规/K, 3、根据业务规划及技术规划制定架构方案；
1836-s0003,人工智能招聘,empty_mismatch,pending,True,3,[],基础架构组件开发/S,,基础架构组件开发/S | 维护平/S, 4、负责基础架构组件开发和优化，负责开发和维护平台公用组件和模块；
1836-s0004,人工智能招聘,span_mismatch,pending,True,2,需求分析/S | 技术文档/S | 审核/S,需求分析/S | 概要设计/S | 详细设计/S,,需求分析/S | 概要设/S | 编制及审核/S, 5、参与需求分析、概要设计、详细设计等开发过程中相关技术文档的编制及审核；
1836-s0005,人工智能招聘,agree_empty,pending,False,4,[],[],,开发工作的质量负/S | 代码规范的编制/K, 6、对开发工作的质量负责，并参与代码规范的编制、落地执行及完善；
1836-s0006,人工智能招聘,empty_mismatch,pending,True,1,[],核心代码开发/S,,技术难题/S | 核心代码开发/S, 7、解决项目中的部分技术难题，并参与完成核心代码开发；
1836-s0007,人工智能招聘,span_mismatch,pending,True,1,软件工程/K | 培训/S,技术指导/S,,技术指导和培训/S, 8、给予初、中级软件工程师技术指导和培训。
1836-s0008,人工智能招聘,span_mismatch,pending,True,1,大专及以上学历/K | 计算机相关专业/K,大专及以上学历/K,,计算机相关/K, 任职要求： 1. 大专及以上学历，计算机相关专业；
1836-s0009,人工智能招聘,span_mismatch,pending,True,2,面向对象/S | OO/K | 设计模式/K,面向对象分析/S | OO/K | AOP/K | OOP/K | 设计模式/K,,面向对象分析、设/S | 思想，精通OO/K, 2. 具备良好的面向对象分析、设计、开发能力和思想，精通OO、AOP、OOP及设计模式；
1836-s0010,人工智能招聘,span_mismatch,pending,True,0,Java/S | 微服务/K | Spring/S | 项目开发/S,Java EE/S | 微服务框架/K | Spring boot/S | Spring cloud/S | 项目开发/S,,技术基/K | Java EE相关技术/S | 微服务框架Spring/S | Spring cloud框架并有实/S | 项目开发经验/S," 3. 具有深厚的专业技术基础，精通Java EE相关技术，熟悉微服务框架Spring boot,Spring cloud框架并有实际的项目开发经验；"
1836-s0011,人工智能招聘,span_mismatch,pending,True,0,前台框架/S | jquery/S | Ext/K,前台框架/K | bootstrap/S | jquery/S | Ext/S | EasyUI/S,,前台框架/S | bootstrap、jquery、Ext、EasyUI等/K, 4. 熟悉前台框架，如bootstrap、jquery、Ext、EasyUI等；
1836-s0012,人工智能招聘,span_mismatch,pending,True,0,网络/K | 系统架构/K | 分布式/K | 大数据处理/S | HDFS/S | Mangodb/K | Redis/S | Memcached/K | Kafka/S | 优缺点/K,网络应用架构/K | 系统架构/K | 分布式缓存/K | 消息队列/K | 大数据处理/S | 远程调用/K | HDFS/S | Mangodb/S | Redis/S | Memcached/S | Kafka/S | Dubbo/S,,网络应用架构和系/K | 分布式缓存/K | 消息/K | HDFS、Mangodb、Redis、Memcached/K | Kafka、Dubbo中的2项以/S | 原理和使/K | 优缺点/K | 实战经验者/S, 5. 熟悉网络应用架构和系统架构，对分布式缓存、消息队列、大数据处理、远程调用等技术至少有2项有研究，熟悉HDFS、Mangodb、Redis、Memcached、 Kafka、Dubbo中的2项以上的技术，了解其原理和使用其优缺点，并有实战经验者优先；
1836-s0013,人工智能招聘,span_mismatch,pending,True,0,Maven/S,Maven/S | 构建工具/K,,Maven构建工具/S, 6. 熟悉掌握Maven构建工具；
1836-s0014,人工智能招聘,span_mismatch,pending,True,1,Apache/S | Tomcat/S | 网络/K,Apache/S | Tomcat/S | Weblogic/S | 集群/K | 网络/K,,"Apache, Tomcat、Weblogic）环/K | 集群和网络的基础/K"," 7. 熟悉常用服务器（Apache, Tomcat、Weblogic）环境配置，了解集群和网络的基础知识；"
1836-s0015,人工智能招聘,span_mismatch,pending,True,2,数据库/K | MySql/S | Oracle/S | SqlServer/S | 集群/S,MySql/S | Oracle/S | SqlServer/S,,使用常/S | MySql、Oracle、SqlServer等的备/S | 集群等/S, 8. 熟练使用常用数据库MySql、Oracle、SqlServer等的备份、集群等；
1836-s0016,人工智能招聘,span_mismatch,pending,True,0,责任心/T | 主动性/T | 团队合作精神/T | 执行力/T,职业道德/T | 责任心/T | 主动性/T | 团队合作精神/T | 执行力/T,,职业道德/T | 责任心/T | 主动性/T | 团队合作精/T | 执行力/T, 9. 良好的职业道德，有责任心、工作有主动性、富有团队合作精神，执行力；
1836-s0017,人工智能招聘,span_mismatch,pending,True,0,沟通/T,沟通/T | 积极乐观/T,,沟通/T,善于沟通，生活态度积极乐观向上；
1836-s0018,人工智能招聘,agree_empty,pending,False,0,[],[],,[],能接受出差及加班；
1836-s0019,人工智能招聘,span_mismatch,pending,True,1,php/S | python/S | go/S | 物联网/K,php/S | python/S | go/S | 电力行业/K | 信息化项目/S | 物联网项目/S,,go等/K | 能源/K | 电力行业信/K, 10. 了解php、python、go等语言，并有实际项目经验者优先 11. 做过能源、电力行业信息化项目、物联网项目者优先。
1837-s0000,人工智能招聘,agree_empty,pending,False,0,[],[],,[],百度搜索马 克 数 据 网 刷脸支付全程扶持简介：刷脸支付——一个赚钱如流水的项目！
1837-s0001,人工智能招聘,agree_empty,pending,False,0,[],[],,[],——有人说：花钱如流水。
1837-s0002,人工智能招聘,agree_empty,pending,False,0,[],[],,[],刷脸智能支付赚钱如流水！
1837-s0003,人工智能招聘,empty_mismatch,pending,True,0,刷脸智能支付/K | QQ钱包/K,[],,刷脸智能支付/K | 支付宝的鼎/K | 微信收/K | 刷脸支付/K | QQ钱包/K | 京东 钱/K | 3D结构光人脸识别/K,"一、刷脸智能支付，免费营销支付宝的鼎鼎大名想必你也耳熟能详，毕竟大街上四处有商家使用,而刷脸智能支付是社会进步的产物，从现金时代到微信收款时代到聚合收款再到较后出现的刷脸支付，都体现了目前的发展趋势，刷脸支付不仅集合了支付宝、微信、QQ钱包、京东 钱包为一体，而且采用的是全新的3D结构光人脸识别，结合硬件和软件双重检测，比起会被人涂改或遮盖的二维码，更安全。"
1837-s0004,人工智能招聘,agree_empty,pending,False,0,[],[],,[],不用带手机，不需要扫二维码，一张脸即可走遍天下。
1837-s0005,人工智能招聘,agree_empty,pending,False,0,[],[],,[],此外，对于不熟练使用智能手机的中老年人来说，刷脸支付简直不要太方便了。
1837-s0006,人工智能招聘,agree_empty,pending,False,0,[],[],,开拓商/S | 制造流/S,二、流水不停，分润不止简言意赅的说，我们这个项目就是开拓商家，制造流水；
1837-s0007,人工智能招聘,agree_empty,pending,False,0,[],[],,[],流水越多，分润也就越多。
1837-s0008,人工智能招聘,agree_empty,pending,False,0,[],[],,[],并且是长期性的，只需要做几个月，那么就可以坐在家里等着分润！
1837-s0009,人工智能招聘,agree_empty,pending,False,0,[],[],,[],有商家就有市场，有市场就有流水，有流水就能赚钱！
1837-s0010,人工智能招聘,agree_empty,pending,False,0,[],[],,[],流水不停，分润不止！
1837-s0011,人工智能招聘,empty_mismatch,pending,True,0,多方聚合/S | 安全高效/T | 超速收款/S | 实时账单/S | 人脸识别/S,[],,多方聚合，收付如/S | 安全高效，轻松自/T | 超速收款，提升效/S | 实时账单，一目了/S | 人脸识别，更加简/S | 做市场，推广每天/S | 成交2/S,三、项目产品，巨大优势1.多方聚合，收付如心2.安全高效，轻松自由3.超速收款，提升效率4.实时账单，一目了然5.人脸识别，更加简单四、利润分析，年入百万1、例如：1个业务做市场，推广每天成交2个商户，1个月=60个商户，1年是720个商户。
1837-s0012,人工智能招聘,agree_empty,pending,False,0,[],[],,[],2、例如：1个商户1天收入3000元，1个月30天=9万元。
1837-s0013,人工智能招聘,agree_empty,pending,False,0,[],[],,[],1年12个月=108万。
1837-s0014,人工智能招聘,agree_empty,pending,False,0,[],[],,[],3、108万*720个商户=777600000元商户每1万元我们能赚到16元，总收入为1244160元每年。
1837-s0015,人工智能招聘,agree_empty,pending,False,0,[],[],,收款未/S | 成交比例需/K,4、质疑：商户每个月收款未必有这么多，只能按7折计算，另外商户成交比例需下调，只能按7折计算。
1837-s0016,人工智能招聘,agree_empty,pending,False,0,[],[],,[],7折124万=860000元。
1837-s0017,人工智能招聘,agree_empty,pending,False,0,[],[],,[],商户每1万，我们能拿到16元，预计年收入860000元！
1837-s0018,人工智能招聘,agree_empty,pending,False,0,[],[],,[],有些人说你这个是不是理想化状态？
1837-s0019,人工智能招聘,agree_empty,pending,False,0,[],[],,[],举例中的数据完全是平均值?
1837-s0020,人工智能招聘,agree_empty,pending,False,0,[],[],,[],中小店的数据那么如果我们招收几个业务员或者兼职又会是多少？
1837-s0021,人工智能招聘,agree_empty,pending,False,0,[],[],,[],在自己直营的同时再发展几个合伙人又会是多少？
1837-s0022,人工智能招聘,empty_mismatch,pending,True,0,程序开发/S | AI/S | 大数据/K | 管理/S | 推广/K,[],,刷脸支付.小程序/S | AI和大数据为基础/K | 先进的技术和模式/K | 经营，管理，推广/K,"公司致力于刷脸支付.小程序开发,网站开发等：以AI和大数据为基础，打造全球聚合新收银支付和共享综合平台，通过先进的技术和模式赋能小微企业，线下实体店，解决经营，管理，推广 销售等方面遇到的问题。"
1837-s0023,人工智能招聘,agree_empty,pending,False,0,[],[],,刷脸支付帮/S | 提升管理，提升团/T,秉承“实体店流量共享”的商业模式，聚合线下实体店，帮助实体店降本增效，刷脸支付帮助企业提升管理，提升团队执行力，提升销售业绩工作时间每周一至周五，周末休息
1838-s0000,人工智能招聘,empty_mismatch,pending,True,1,[],数据支撑/S,,协助销/S | 提供数/S,工作职责：1、协助销售同学，提供数据支撑。
1838-s0001,人工智能招聘,span_mismatch,pending,True,0,广告资源组合/K | 广告投放/S,广告资源组合/K | 账户运营优化/S | 广告投放/S | 账户优化/S,,广告资源组合及账/K | 指导客/S | 广告投放及账户优/S,2、从广告资源组合及账户运营优化的角度对接直客广告主，指导客户广告投放及账户优化，提升广告收入。
1838-s0002,人工智能招聘,span_mismatch,pending,True,0,KA客户/K | 广告投放/S | 监测/S,KA客户/K | 广告投放数据监测/S,,KA客户，形成一套/K | 广告投放数据监测/K,3、针对KA客户，形成一套完整的广告投放数据监测体系。
1838-s0003,人工智能招聘,span_mismatch,pending,True,0,跨部门沟通/T,跨部门沟通/T | 解决方案/S,,跨部门沟通，给客/T,4、针对客户提出的相关效果问题，跨部门沟通，给客户提供解决方案。
1838-s0004,人工智能招聘,empty_mismatch,pending,True,1,[],功能迭代/S,,时关注各/T | 资讯，推动内/K | 迭代，提升商/S | 收入/K,5、同时关注各广告平台的相关行业资讯，推动内部商业化的相关功能迭代，提升商业化收入。
1838-s0005,人工智能招聘,span_mismatch,pending,True,0,本科及以上学历/K | 计算机/K | 统计/S | 相关专业/K,行业投放指导手册/S | 本科及以上学历/K | 计算机/K | 统计/K | 经济/K | 数理/K | 信息/K,,整理及输出行/S | 计算机、统计、经/K,6、不定期整理及输出行业投放指导手册任职要求：1、学历背景：本科及以上学历，计算机、统计、经济、数理、信息等相关专业优先；
1838-s0006,人工智能招聘,span_mismatch,pending,True,0,EXCEL/S | PPT/S,EXCEL/S | PPT/S | 分析工具/K,,PPT等常用分析/S | 语言/S,2、工作技能：熟练掌握EXCEL、PPT等常用分析工具及相关语言；
1838-s0007,人工智能招聘,span_mismatch,pending,True,0,建模/S | 数理统计/K | 数据分析/S | 数据挖掘/S | 算法/K,数据源/K | 组合分析/S | 建模/S | 数理统计/K | 数据分析/S | 数据挖掘/S | 算法/K,,数据源深/K | 挖掘和建模/S | 数理/S | 常用算法/S,3、熟悉多种数据源深度诊断性组合分析、挖掘和建模、数理统计、数据分析、数据挖掘以及常用算法；
