dataset,id,rule_family,status,text_sha256
qwen_train,1866-s0003,coordination,candidate_requires_context_review,9058a05eba221f21fb1fb1455ffc62897402f7875d8b3c3e168bc52a98a468ad
qwen_train,1866-s0004,coordination,candidate_requires_context_review,dc16a8de710faa51635b63fc70f89f626984b53ce94dc201a91f7a908d38db6d
qwen_train,1866-s0005,coordination,candidate_requires_context_review,0564edc3e19167760cd47282d4dbde3c8abed309cff6542af91c297ae176d964
qwen_train,1866-s0006,experience,candidate_requires_context_review,c062cc8866f120a964d3d752d5baa84c08f5db22fb881cd04d73aba66009b3bb
qwen_train,1866-s0006,coordination,candidate_requires_context_review,c062cc8866f120a964d3d752d5baa84c08f5db22fb881cd04d73aba66009b3bb
qwen_train,1866-s0006,transversal,candidate_requires_context_review,c062cc8866f120a964d3d752d5baa84c08f5db22fb881cd04d73aba66009b3bb
qwen_train,1866-s0007,experience,candidate_requires_context_review,99259465a06c07e1f50faefdbb9b87e53e9d3b88f74b4bb77d0f37c226a98765
qwen_train,1866-s0007,coordination,candidate_requires_context_review,99259465a06c07e1f50faefdbb9b87e53e9d3b88f74b4bb77d0f37c226a98765
qwen_train,1866-s0008,coordination,candidate_requires_context_review,1d5b2c73a9db9567d906f6a77e199f10623e71e4014d666d8c2618861138f80f
qwen_train,1866-s0008,tool_theory,candidate_requires_context_review,1d5b2c73a9db9567d906f6a77e199f10623e71e4014d666d8c2618861138f80f
qwen_train,1866-s0009,coordination,candidate_requires_context_review,e393a74c10694743f79813bdffdab79a624add43241993d0a6474c1daec2179a
qwen_train,1866-s0009,transversal,candidate_requires_context_review,e393a74c10694743f79813bdffdab79a624add43241993d0a6474c1daec2179a
qwen_train,1868-s0004,experience,candidate_requires_context_review,7a1288a701cd22f8ceef22619db8dc608c448d13c637ef9b3d67ad74bf727c34
qwen_train,1868-s0004,coordination,candidate_requires_context_review,7a1288a701cd22f8ceef22619db8dc608c448d13c637ef9b3d67ad74bf727c34
qwen_train,1868-s0005,experience,candidate_requires_context_review,34c2a46a1761a48707e8dc9361bd596ab93c5f49d95722f605f970f87c876f36
qwen_train,1868-s0005,coordination,candidate_requires_context_review,34c2a46a1761a48707e8dc9361bd596ab93c5f49d95722f605f970f87c876f36
qwen_train,1869-s0000,coordination,candidate_requires_context_review,50528dd85c986e4317342219b49e64bcf1f219bf043faeb45f020eb6f51f8c7e
qwen_train,1869-s0001,coordination,candidate_requires_context_review,799ca6044965d8dcc0ca9245b6b0161fb355cc7cf356d6f4da0f459079f5b04d
qwen_train,1869-s0002,coordination,candidate_requires_context_review,73e8bdfdcf55125f7ca6d7b6b517c6b943d78774a8dfb4ee52e1e4b3a7207f8e
qwen_train,1869-s0005,experience,candidate_requires_context_review,5bd6ec92fde073cb55e7ccb88ba7fba84684ef9d88f2e797f8accdb2df025428
qwen_train,1869-s0005,coordination,candidate_requires_context_review,5bd6ec92fde073cb55e7ccb88ba7fba84684ef9d88f2e797f8accdb2df025428
qwen_train,1870-s0000,coordination,candidate_requires_context_review,9c06ec3188599c1ac31505a95fe51bc8018093e63e104639aed84139b03ca152
qwen_train,1870-s0001,coordination,candidate_requires_context_review,6e905968c1a7847754ea1ad6c1ed65ef7a4622552a00cc0f686421a2b00ae20c
qwen_train,1870-s0002,coordination,candidate_requires_context_review,05ae51d8bcdaf652ada36d9fd562c3cf23206fc54b1cd54ffe54e134d74ad3c8
qwen_train,1870-s0003,coordination,candidate_requires_context_review,69a01ea0d727f2df1be031857db77c3edceded98ab1949c7eff18f1c51ab26c1
qwen_train,1870-s0004,experience,candidate_requires_context_review,f5a9e1075d5fca02a18d2cdca25680ae30617c4d6cb673aeaae56dfcff2b375c
qwen_train,1870-s0004,coordination,candidate_requires_context_review,f5a9e1075d5fca02a18d2cdca25680ae30617c4d6cb673aeaae56dfcff2b375c
qwen_train,1870-s0006,coordination,candidate_requires_context_review,3b0ee24f2e98b3e84baaae20855064944181e0b453a109c87b299357fdc5d22f
qwen_train,1870-s0007,experience,candidate_requires_context_review,31addd9d144d681f0dbc66b092cae1f9d13be22265a53ce0dcc5885085f3960f
qwen_train,1870-s0007,coordination,candidate_requires_context_review,31addd9d144d681f0dbc66b092cae1f9d13be22265a53ce0dcc5885085f3960f
qwen_train,1870-s0008,experience,candidate_requires_context_review,e7f037a8aeb584b2cbc9349b957567384925b3cae980d7c4e3a7f520bc5f7814
qwen_train,1870-s0008,coordination,candidate_requires_context_review,e7f037a8aeb584b2cbc9349b957567384925b3cae980d7c4e3a7f520bc5f7814
qwen_train,1870-s0009,coordination,candidate_requires_context_review,c1ed5d9d39c13a23f6c68c3c5b860760e14fdbb3ed95ade6b344307e57ef47e6
qwen_train,1870-s0009,transversal,candidate_requires_context_review,c1ed5d9d39c13a23f6c68c3c5b860760e14fdbb3ed95ade6b344307e57ef47e6
qwen_train,1870-s0011,coordination,candidate_requires_context_review,547f084b28d59c11c3ab3a5a6ae25c32203c6840865e0a5486de78b2d37410ae
qwen_train,1870-s0012,coordination,candidate_requires_context_review,b6873768d20132a1bdb955111a385c152f442fa5542e1382b9ba9f9b29966690
qwen_train,1870-s0012,transversal,candidate_requires_context_review,b6873768d20132a1bdb955111a385c152f442fa5542e1382b9ba9f9b29966690
qwen_train,1871-s0000,experience,candidate_requires_context_review,59acf176470e7ce76c00f014a54e71616fcbc2ee80ff2b86281ea203b498c135
qwen_train,1871-s0000,coordination,candidate_requires_context_review,59acf176470e7ce76c00f014a54e71616fcbc2ee80ff2b86281ea203b498c135
qwen_train,1871-s0000,tool_theory,candidate_requires_context_review,59acf176470e7ce76c00f014a54e71616fcbc2ee80ff2b86281ea203b498c135
qwen_train,1871-s0000,transversal,candidate_requires_context_review,59acf176470e7ce76c00f014a54e71616fcbc2ee80ff2b86281ea203b498c135
qwen_train,1873-s0000,coordination,candidate_requires_context_review,ef6de24bc7e9f35ff061b761f22294c5065b729391769034ac3049d970ae15e2
qwen_train,1873-s0000,tool_theory,candidate_requires_context_review,ef6de24bc7e9f35ff061b761f22294c5065b729391769034ac3049d970ae15e2
qwen_train,1873-s0001,coordination,candidate_requires_context_review,29e033672a0d7686948020086b75b10313f0c22816e911c30ec56a5929a15be4
qwen_train,1873-s0001,tool_theory,candidate_requires_context_review,29e033672a0d7686948020086b75b10313f0c22816e911c30ec56a5929a15be4
qwen_train,1873-s0002,coordination,candidate_requires_context_review,c2b21a82d042a6d726e105ab280f707dd4888f0e6a2e36d03dbb767fb2bd7c31
qwen_train,1873-s0002,tool_theory,candidate_requires_context_review,c2b21a82d042a6d726e105ab280f707dd4888f0e6a2e36d03dbb767fb2bd7c31
qwen_train,1873-s0004,experience,candidate_requires_context_review,1ba728e8ccab3dce107db296dadbc3771937c0e54785fdc55cd8ef3e043f6cdb
qwen_train,1873-s0004,tool_theory,candidate_requires_context_review,1ba728e8ccab3dce107db296dadbc3771937c0e54785fdc55cd8ef3e043f6cdb
qwen_train,1873-s0005,coordination,candidate_requires_context_review,01e3f57abc8b2006a68c4afcb2d323cfc13b7afbdcccd287d936fc0e1fc5961a
qwen_train,1873-s0005,tool_theory,candidate_requires_context_review,01e3f57abc8b2006a68c4afcb2d323cfc13b7afbdcccd287d936fc0e1fc5961a
qwen_train,1873-s0006,coordination,candidate_requires_context_review,8926f78b824f9fb9265f4e67dd9a3c93e552864a15cb849ec842ef9f1007b11d
qwen_train,1873-s0006,tool_theory,candidate_requires_context_review,8926f78b824f9fb9265f4e67dd9a3c93e552864a15cb849ec842ef9f1007b11d
qwen_train,1874-s0000,coordination,candidate_requires_context_review,06d5023cac3284a189686a0c7f73b878956f83bd682499674c4e48196a156d53
qwen_train,1874-s0001,coordination,candidate_requires_context_review,bd42049c7d0d068d7108f2d8d66fd1f190eac79d0e2d17410578e348f00587e3
qwen_train,1874-s0003,coordination,candidate_requires_context_review,feed80bb0bef26e14a21241e2a64876933c78393442cd8e7e237da7b76af25d7
qwen_train,1874-s0004,coordination,candidate_requires_context_review,976eeeb278ade4d2c2ade13d5f893a7d5a638183b266da8a8d602ad4c192cb75
qwen_train,1874-s0004,transversal,candidate_requires_context_review,976eeeb278ade4d2c2ade13d5f893a7d5a638183b266da8a8d602ad4c192cb75
qwen_train,1874-s0005,experience,candidate_requires_context_review,a426d3290533d2bbac56139d9ab8698d0d01b5fd50f4c1ab244b1af31df1031d
qwen_train,1874-s0005,coordination,candidate_requires_context_review,a426d3290533d2bbac56139d9ab8698d0d01b5fd50f4c1ab244b1af31df1031d
qwen_train,1874-s0005,tool_theory,candidate_requires_context_review,a426d3290533d2bbac56139d9ab8698d0d01b5fd50f4c1ab244b1af31df1031d
qwen_train,1874-s0006,coordination,candidate_requires_context_review,94d51f9a197c7645f0d22a3e84fc7a6c07eca406ce356d0d89242bc52189e4cf
qwen_train,1874-s0006,transversal,candidate_requires_context_review,94d51f9a197c7645f0d22a3e84fc7a6c07eca406ce356d0d89242bc52189e4cf
qwen_train,1875-s0000,experience,candidate_requires_context_review,1ecb5e288500670ee8449b87186fdb6758645f8081a76575b255c51549c2ce1f
qwen_train,1875-s0000,coordination,candidate_requires_context_review,1ecb5e288500670ee8449b87186fdb6758645f8081a76575b255c51549c2ce1f
qwen_train,1875-s0001,experience,candidate_requires_context_review,c9d3f7334cdb4b77ee8ddada7662146c0958d08461b12ec56ad6ec72fbfafda0
qwen_train,1875-s0001,coordination,candidate_requires_context_review,c9d3f7334cdb4b77ee8ddada7662146c0958d08461b12ec56ad6ec72fbfafda0
qwen_train,1875-s0002,coordination,candidate_requires_context_review,66bb190a169ac3f774f038dae7e5829f1e056e7fbaf1e13b93b8286e753f9cf7
qwen_train,1875-s0003,experience,candidate_requires_context_review,6210dc6ab42ac39da6f8deca14eb221709446ee5b968e91bce0df8c198991da1
qwen_train,1875-s0003,coordination,candidate_requires_context_review,6210dc6ab42ac39da6f8deca14eb221709446ee5b968e91bce0df8c198991da1
qwen_train,1875-s0003,tool_theory,candidate_requires_context_review,6210dc6ab42ac39da6f8deca14eb221709446ee5b968e91bce0df8c198991da1
qwen_train,1878-s0000,experience,candidate_requires_context_review,d1b4383cd28f143badb0bdb4fee9e7ad4073812fe52c512094dd48aaac80446a
qwen_train,1878-s0000,coordination,candidate_requires_context_review,d1b4383cd28f143badb0bdb4fee9e7ad4073812fe52c512094dd48aaac80446a
qwen_train,1878-s0001,coordination,candidate_requires_context_review,52324d76b98dcb0b354db3077db66afa5d64b274d8bb3dcd10194d97235110e8
qwen_train,1878-s0001,tool_theory,candidate_requires_context_review,52324d76b98dcb0b354db3077db66afa5d64b274d8bb3dcd10194d97235110e8
qwen_train,1878-s0001,transversal,candidate_requires_context_review,52324d76b98dcb0b354db3077db66afa5d64b274d8bb3dcd10194d97235110e8
qwen_train,1879-s0000,coordination,candidate_requires_context_review,defde8f19e6898157b8c8a2b6b48ebab948bedd0e5457b2e0fad0dd99d40c274
qwen_train,1879-s0000,transversal,candidate_requires_context_review,defde8f19e6898157b8c8a2b6b48ebab948bedd0e5457b2e0fad0dd99d40c274
qwen_train,1879-s0001,coordination,candidate_requires_context_review,994af9b954b18daeb282a1fcf4dd66b7875954b6a8e943a4243091db5207e27a
qwen_train,1879-s0003,coordination,candidate_requires_context_review,bda18b1cbe1e5829fdc6c32d89df7b699d7c662b56f96a9df4af4b146cf433b4
qwen_train,1879-s0003,tool_theory,candidate_requires_context_review,bda18b1cbe1e5829fdc6c32d89df7b699d7c662b56f96a9df4af4b146cf433b4
qwen_train,1879-s0003,transversal,candidate_requires_context_review,bda18b1cbe1e5829fdc6c32d89df7b699d7c662b56f96a9df4af4b146cf433b4
qwen_train,1879-s0004,coordination,candidate_requires_context_review,17a15848710d4ecbc73de5aed0565ec5542282fc95f5034e418c878cbbe479bf
qwen_train,1879-s0004,tool_theory,candidate_requires_context_review,17a15848710d4ecbc73de5aed0565ec5542282fc95f5034e418c878cbbe479bf
qwen_train,1879-s0005,coordination,candidate_requires_context_review,964be311250ccf1e5d5dccbe2a6b4995a268caf4b8f6b96604fd4c1fac6c0673
qwen_train,1879-s0005,tool_theory,candidate_requires_context_review,964be311250ccf1e5d5dccbe2a6b4995a268caf4b8f6b96604fd4c1fac6c0673
qwen_train,1880-s0000,coordination,candidate_requires_context_review,21082cd59037a40b0aed766dcb5543ce8bbc901274911790bb1ec420d10f3b9b
qwen_train,1880-s0000,tool_theory,candidate_requires_context_review,21082cd59037a40b0aed766dcb5543ce8bbc901274911790bb1ec420d10f3b9b
qwen_train,1880-s0001,coordination,candidate_requires_context_review,e5e3d2939edf43223e0f34f06d623a8bf89a99c7e273083585825d33c952a343
qwen_train,1880-s0002,coordination,candidate_requires_context_review,fe44dc35a42d71c6b7d7d87cc7de2cee7f89207915c48a06568098013db75a43
qwen_train,1880-s0002,tool_theory,candidate_requires_context_review,fe44dc35a42d71c6b7d7d87cc7de2cee7f89207915c48a06568098013db75a43
qwen_train,1880-s0003,coordination,candidate_requires_context_review,2818d9a23be3dabf40d8be588f180eee7cf5327a2deb6170c7f635e737110644
qwen_train,1880-s0005,experience,candidate_requires_context_review,93e19f23ef59a29fcc55622d6dfe23099d1406d798db5e57ae2cec786b6f51f1
qwen_train,1880-s0005,coordination,candidate_requires_context_review,93e19f23ef59a29fcc55622d6dfe23099d1406d798db5e57ae2cec786b6f51f1
qwen_train,1880-s0007,coordination,candidate_requires_context_review,20babbca2a300bdf89631043f995eadc87c8d5eba8ceb0b23565e396dc9860f3
qwen_train,1880-s0007,tool_theory,candidate_requires_context_review,20babbca2a300bdf89631043f995eadc87c8d5eba8ceb0b23565e396dc9860f3
qwen_train,1880-s0007,transversal,candidate_requires_context_review,20babbca2a300bdf89631043f995eadc87c8d5eba8ceb0b23565e396dc9860f3
qwen_train,1880-s0008,experience,candidate_requires_context_review,6865cffcfdf023ff47831c3547402d4606791277cfb11d2213eda9f6fbf4e765
qwen_train,1880-s0008,coordination,candidate_requires_context_review,6865cffcfdf023ff47831c3547402d4606791277cfb11d2213eda9f6fbf4e765
qwen_train,1882-s0001,coordination,candidate_requires_context_review,c23fd925a7b056171bb13c6703cf3d067cc157c4c5455e8dac74f8fcff369f4e
qwen_train,1882-s0002,coordination,candidate_requires_context_review,9150f8cfd6771392cff3f003c1f3a1e5e6874db7a2dc6ee3079c08fd5730674b
qwen_train,1882-s0005,experience,candidate_requires_context_review,bfb634797165f226a3959c2bada7bffffb4b8f460d4bffefde9fe2b71954fc86
qwen_train,1882-s0005,coordination,candidate_requires_context_review,bfb634797165f226a3959c2bada7bffffb4b8f460d4bffefde9fe2b71954fc86
qwen_train,1882-s0007,coordination,candidate_requires_context_review,32db8ad4370cd8168a57385b8c3a833a0fb945a590cdb857c6810f61da013324
qwen_train,1882-s0009,experience,candidate_requires_context_review,c158c4a2a3a12deec84584b05d4d6d4aae3aebdc50c60bc8594291ca21e0ca36
qwen_train,1882-s0009,coordination,candidate_requires_context_review,c158c4a2a3a12deec84584b05d4d6d4aae3aebdc50c60bc8594291ca21e0ca36
qwen_train,1882-s0011,coordination,candidate_requires_context_review,d1886239eb79dd3f9ae67fb5f07d7c66ed23880bfce0b024b0ab0773eca15a16
qwen_train,1882-s0011,transversal,candidate_requires_context_review,d1886239eb79dd3f9ae67fb5f07d7c66ed23880bfce0b024b0ab0773eca15a16
qwen_train,1883-s0009,coordination,candidate_requires_context_review,ca8f812070a79cc8c1693b163019685916979ecf17cf20a142ed7b3cada483ec
qwen_train,1883-s0009,transversal,candidate_requires_context_review,ca8f812070a79cc8c1693b163019685916979ecf17cf20a142ed7b3cada483ec
qwen_train,1883-s0010,coordination,candidate_requires_context_review,e8ae085228ebcc653baf89e4b1d5e1f145463c994fa80b70af1fb198c880aed5
qwen_train,1884-s0005,transversal,candidate_requires_context_review,42814758f1b41466f8fc9e2ee3311bb6e95172a927e71528b5342331bfa87df6
qwen_train,1884-s0007,coordination,candidate_requires_context_review,159e60f54d12d7c663e0313916af7157b67d38af055ffa7e61fd94988fe339f4
qwen_train,1884-s0008,coordination,candidate_requires_context_review,7d95cf07957e56606ddcc1949fb042b60f151ad0cee48ec12788293b341bc60d
qwen_train,1884-s0008,tool_theory,candidate_requires_context_review,7d95cf07957e56606ddcc1949fb042b60f151ad0cee48ec12788293b341bc60d
qwen_train,1885-s0000,coordination,candidate_requires_context_review,6ad34c0fb4936a82eb49114cd933baf3c37024b37336f74bdf5a7faa79192e32
qwen_train,1885-s0001,coordination,candidate_requires_context_review,e16c859394f20016b1a5eff4ed0b1d41778d5c2d6eb024eefb2d22e0b56cfdc7
qwen_train,1885-s0004,experience,candidate_requires_context_review,f02ebba7318eb181cc9f75e59ff420051677b9de437c8002edadead8efee351e
qwen_train,1885-s0004,coordination,candidate_requires_context_review,f02ebba7318eb181cc9f75e59ff420051677b9de437c8002edadead8efee351e
qwen_train,1885-s0005,experience,candidate_requires_context_review,9d2c588a03c2fe8a7aa6ec2425b018fc11a403bf2168006c40b9281750cbef8a
qwen_train,1885-s0005,coordination,candidate_requires_context_review,9d2c588a03c2fe8a7aa6ec2425b018fc11a403bf2168006c40b9281750cbef8a
qwen_train,1885-s0006,coordination,candidate_requires_context_review,fa3afba19bc7fd9ce638d9bf27c267b085d41755ed5ff51c5cd10820a8ffe90b
qwen_train,1885-s0006,transversal,candidate_requires_context_review,fa3afba19bc7fd9ce638d9bf27c267b085d41755ed5ff51c5cd10820a8ffe90b
qwen_train,1885-s0008,coordination,candidate_requires_context_review,f2d5b7743f0f5812f46d0e077d269ccbd48ba75c4b94fcdad532cfb5d0e8d11e
qwen_train,1885-s0011,coordination,candidate_requires_context_review,1cdcb91da640bfaa9251414862821cc9049a4180611cc7602d27b720478d1d6f
qwen_train,1885-s0012,experience,candidate_requires_context_review,773b5c3518707ea32526a2597b7472fa9b00121b60dca743f1464a2a13343864
qwen_train,1885-s0012,coordination,candidate_requires_context_review,773b5c3518707ea32526a2597b7472fa9b00121b60dca743f1464a2a13343864
qwen_train,1888-s0000,experience,candidate_requires_context_review,dc84fe73c50c411b97bb629b3d401b585a9f836bd221b3dfe07467f7c5279901
qwen_train,1888-s0000,coordination,candidate_requires_context_review,dc84fe73c50c411b97bb629b3d401b585a9f836bd221b3dfe07467f7c5279901
qwen_train,1888-s0000,tool_theory,candidate_requires_context_review,dc84fe73c50c411b97bb629b3d401b585a9f836bd221b3dfe07467f7c5279901
qwen_train,1888-s0000,transversal,candidate_requires_context_review,dc84fe73c50c411b97bb629b3d401b585a9f836bd221b3dfe07467f7c5279901
qwen_train,1888-s0001,coordination,candidate_requires_context_review,330de4ed9aad4c903612b61a8079ebdc4fa3272202548fb1ef22f731ac80d3af
qwen_train,1888-s0005,transversal,candidate_requires_context_review,4a38c7bc47ad8991158c330bd89aade46cfe9ff77da70401017e0578bc76086b
qwen_train,1890-s0000,coordination,candidate_requires_context_review,43318d5de1e14ac3bb125929dea53352e92ca638a57f650e3671c4537ec3fe19
qwen_train,1890-s0001,experience,candidate_requires_context_review,1037936b6b3a29f61f9a5b78a7ddc1cb2690577cd17f2aefa261d984aed2b2b2
qwen_train,1890-s0001,coordination,candidate_requires_context_review,1037936b6b3a29f61f9a5b78a7ddc1cb2690577cd17f2aefa261d984aed2b2b2
qwen_train,1890-s0001,transversal,candidate_requires_context_review,1037936b6b3a29f61f9a5b78a7ddc1cb2690577cd17f2aefa261d984aed2b2b2
qwen_train,1890-s0003,coordination,candidate_requires_context_review,aaba2cce86683abd15caf2a223db99ac3e51f3ddd1b504f91626cb72b04f122e
qwen_train,1890-s0004,coordination,candidate_requires_context_review,87da35f74d57e725e7cf28080fa4d69fdebefe682900ef5248a7e7fc21613d91
qwen_train,1891-s0002,coordination,candidate_requires_context_review,642b9c02ddc51ecae7fb6edd569f25b1b4256665c3e21fefa835ee89747eb4ba
qwen_train,1891-s0003,coordination,candidate_requires_context_review,b8e5c7f3804d01ddc45ad728a855d8b39f7a6b75f919bce059f8a7c0bd95d41a
qwen_train,1891-s0005,coordination,candidate_requires_context_review,36683b31c3cd81926552ee9c4ab35945066a66aa68e76b5c37a1a1dac086e538
qwen_train,1891-s0005,transversal,candidate_requires_context_review,36683b31c3cd81926552ee9c4ab35945066a66aa68e76b5c37a1a1dac086e538
qwen_train,1891-s0006,transversal,candidate_requires_context_review,c3c94976f50711768e65f1145a056bf6678086a63389b14e056bde5da1f1d295
qwen_train,1891-s0008,coordination,candidate_requires_context_review,693de05dc28a089040d9d310e7b785dbd3a904b05054020bd226ff27fa7db87d
qwen_train,1891-s0008,transversal,candidate_requires_context_review,693de05dc28a089040d9d310e7b785dbd3a904b05054020bd226ff27fa7db87d
qwen_train,1891-s0012,coordination,candidate_requires_context_review,29820b82695264e414e86f66f007de6591a40fbe42a61d3f8e24f5a5e53e972a
qwen_train,1891-s0013,experience,candidate_requires_context_review,8b8abf8e6b585713645898ec22a0d3b91c82c14c391b2ce6fc6f548184d047d6
qwen_train,1891-s0013,coordination,candidate_requires_context_review,8b8abf8e6b585713645898ec22a0d3b91c82c14c391b2ce6fc6f548184d047d6
qwen_train,1892-s0000,coordination,candidate_requires_context_review,47e54a67e869f867d13078b2e1da12057ab6a5aed7ce6dfec636ee57d7f95305
qwen_train,1892-s0000,tool_theory,candidate_requires_context_review,47e54a67e869f867d13078b2e1da12057ab6a5aed7ce6dfec636ee57d7f95305
qwen_train,1892-s0000,transversal,candidate_requires_context_review,47e54a67e869f867d13078b2e1da12057ab6a5aed7ce6dfec636ee57d7f95305
qwen_train,1892-s0001,coordination,candidate_requires_context_review,1db408636012492b65b1c9a9546ee04b8b41c01cb8653de10d7f1495fccd5471
qwen_train,1892-s0001,tool_theory,candidate_requires_context_review,1db408636012492b65b1c9a9546ee04b8b41c01cb8653de10d7f1495fccd5471
qwen_train,1892-s0001,transversal,candidate_requires_context_review,1db408636012492b65b1c9a9546ee04b8b41c01cb8653de10d7f1495fccd5471
qwen_train,1892-s0002,coordination,candidate_requires_context_review,f0016aae358498de5371a89b34c780c38330f07850c517ae7d4ae77de7683bad
qwen_train,1892-s0003,coordination,candidate_requires_context_review,69e8b79b2052dd4b22b9ff7007d7a0236210286a2acaa5cb9685dee56899975c
qwen_train,1892-s0003,tool_theory,candidate_requires_context_review,69e8b79b2052dd4b22b9ff7007d7a0236210286a2acaa5cb9685dee56899975c
qwen_train,1892-s0004,experience,candidate_requires_context_review,08be7b083e9c730911ffcf1b0f978d61899cf13f9d0aa3642bcde95407320ab7
qwen_train,1892-s0004,coordination,candidate_requires_context_review,08be7b083e9c730911ffcf1b0f978d61899cf13f9d0aa3642bcde95407320ab7
qwen_train,1892-s0004,tool_theory,candidate_requires_context_review,08be7b083e9c730911ffcf1b0f978d61899cf13f9d0aa3642bcde95407320ab7
qwen_train,1892-s0005,coordination,candidate_requires_context_review,d2d9157c578ca3e1f85e4ffc85b407a6cac16c5134526d93799c1ca2c227dbc3
qwen_train,1892-s0005,tool_theory,candidate_requires_context_review,d2d9157c578ca3e1f85e4ffc85b407a6cac16c5134526d93799c1ca2c227dbc3
qwen_train,1892-s0005,transversal,candidate_requires_context_review,d2d9157c578ca3e1f85e4ffc85b407a6cac16c5134526d93799c1ca2c227dbc3
qwen_train,1892-s0006,coordination,candidate_requires_context_review,3ddb5e852e927d70c16a10aea4bd19cecc61fe8d9f68fb44c33662202c3bac56
qwen_train,1892-s0007,coordination,candidate_requires_context_review,2744201c9c76b38a0f974d8395ac0ab67eabe674c3c69ab0e89ef881ace9afda
qwen_train,1892-s0008,experience,candidate_requires_context_review,5cd86235bf45e9946685147db5636c41d1551dddb967223935f638169a42efe1
qwen_train,1892-s0008,coordination,candidate_requires_context_review,5cd86235bf45e9946685147db5636c41d1551dddb967223935f638169a42efe1
qwen_train,1892-s0008,tool_theory,candidate_requires_context_review,5cd86235bf45e9946685147db5636c41d1551dddb967223935f638169a42efe1
qwen_train,1893-s0000,coordination,candidate_requires_context_review,01338ce3315fc47120f93b0c8ed7998bcf909a05b719656dbef3b9e43940b601
qwen_train,1893-s0003,coordination,candidate_requires_context_review,7267f83aa3c90e7db5aec9ced0b8cdc1a7d642785f99bca4742ad8490c3685c1
qwen_train,1893-s0005,coordination,candidate_requires_context_review,e7b4a90e92170b7574b5831940da927a48599077bdc6b349cf3e121f8db6d4f2
qwen_train,1893-s0005,transversal,candidate_requires_context_review,e7b4a90e92170b7574b5831940da927a48599077bdc6b349cf3e121f8db6d4f2
qwen_train,1893-s0006,coordination,candidate_requires_context_review,ea7c34a7aa2a1bab8429a052fb1234929711d0ff8a282f21a8a9a71f28044982
qwen_train,1895-s0000,experience,candidate_requires_context_review,4ad58a9172298cf96bdfba090efe84726f61b00a8b45c13a5b454b425874c668
qwen_train,1895-s0000,coordination,candidate_requires_context_review,4ad58a9172298cf96bdfba090efe84726f61b00a8b45c13a5b454b425874c668
qwen_train,1895-s0000,tool_theory,candidate_requires_context_review,4ad58a9172298cf96bdfba090efe84726f61b00a8b45c13a5b454b425874c668
qwen_train,1895-s0000,transversal,candidate_requires_context_review,4ad58a9172298cf96bdfba090efe84726f61b00a8b45c13a5b454b425874c668
qwen_train,1898-s0000,coordination,candidate_requires_context_review,976f6182b3c8d8990ee53b54aece5d5d4116f2faa21b4a0943a00319ccc39a7c
qwen_train,1898-s0004,coordination,candidate_requires_context_review,ae88c7a2e5a039ce16c1ddb5f2f61199dfff71ebf9e1283ac35c825ae16dfaf5
qwen_train,1898-s0005,coordination,candidate_requires_context_review,3a21d464b64e55d9747dc8543cc4fcf37f61b00884b6ae17448e870ef5546734
qwen_train,1898-s0006,coordination,candidate_requires_context_review,52ab6476f96fca8356691e9303cc3efcddeab6d778110b3e2444e3701d7419e5
qwen_train,1898-s0008,coordination,candidate_requires_context_review,0c4e104e2b3225f31dee6f518198338a29fc10a7d5c78c3f7331c27ab5e452ad
qwen_train,1898-s0013,coordination,candidate_requires_context_review,34d1d329fcb09f704a5ed70e465145132255fba7c47e1772ddaedff09f969948
qwen_train,1898-s0014,coordination,candidate_requires_context_review,974c49989b04b97e2a1780ffff27e5d95880211b80675d4eff3dc8324ec28b20
qwen_train,1899-s0006,coordination,candidate_requires_context_review,2713bde1e8ca715be6e7813ab2015afba9bfa6029faca165be8d3149c875ec9c
qwen_train,1899-s0007,coordination,candidate_requires_context_review,6de559dedac635e745d70c7ac84404f0923a9ad436bee18a7d8d7a0ee93dc6d3
qwen_train,1899-s0012,coordination,candidate_requires_context_review,f3c85b4a183868de4a431d1231c65a0b270dcde5e5211a350aef9602c2dc5f24
qwen_train,1899-s0013,coordination,candidate_requires_context_review,3e68f79d766da3c0b64791dada4a56f8faf948ad538318692394a7aabef37acf
qwen_train,1900-s0000,coordination,candidate_requires_context_review,dbc72ca73afa44b1c685f6965188fbf536085383952027a926f526e747347837
qwen_train,1900-s0001,experience,candidate_requires_context_review,83a9f91cdc8e72717bbe94703f00df5e288fc3890a962b5a72c8456854f3105e
qwen_train,1900-s0001,coordination,candidate_requires_context_review,83a9f91cdc8e72717bbe94703f00df5e288fc3890a962b5a72c8456854f3105e
qwen_train,1900-s0001,transversal,candidate_requires_context_review,83a9f91cdc8e72717bbe94703f00df5e288fc3890a962b5a72c8456854f3105e
qwen_train,1900-s0002,experience,candidate_requires_context_review,274bcb630f669da77cf56645f76dabe40dd16cbe61d5351377b90aaf055327c7
qwen_train,1900-s0002,coordination,candidate_requires_context_review,274bcb630f669da77cf56645f76dabe40dd16cbe61d5351377b90aaf055327c7
qwen_train,1900-s0002,transversal,candidate_requires_context_review,274bcb630f669da77cf56645f76dabe40dd16cbe61d5351377b90aaf055327c7
qwen_train,1901-s0000,coordination,candidate_requires_context_review,c122fd99988333fb2857252326f84de3a55688acabf33e0571a828826d6006a7
